ID,POS,Name,ORG,Lev,DOB,OVR,POT,Prone,HT P,CON P,GAP P,POW P,EYE P,K P,SPE,STE,SR,DEF,Sct,SctAcc,Draft,OA Pick
12360,C,RAUL DURAN,Vancouver Homewreckers,AAA,10/12/1993,2.5 Stars,3.0 Stars,Normal,55,55,50,55,50,50,20,20,25,60,Aug. 1st   2017,Low,2015,88
12108,C,George Durand,Denver Blucifers,R,08/22/1996,0.5 Stars,2.0 Stars,Normal,45,50,45,45,45,60,20,30,25,35,Mar. 18th   2017,Low,0,0
13329,C,Brandon Edwards,-,-,01/12/1999,0.5 Stars,0.5 Stars,Normal,40,35,45,30,45,35,35,20,25,30,Jun. 30th   2017,Average,0,0
13779,C,STEVE EDWARDS,London Red Coats,AA,06/05/1994,0.5 Stars,2.0 Stars,Normal,50,50,40,35,50,50,20,20,20,40,Jul. 2nd   2017,Low,2017,206
8340,C,JACK EILERS,Adelaide Bite,MLB,03/02/1988,2.5 Stars,2.5 Stars,Normal,40,45,55,50,30,60,30,35,75,60,Jul. 12th   2017,Low,2007,60
11824,C,Tomaz Eiras,Tokyo Tigers,AA,09/08/1995,1.0 Stars,2.0 Stars,Durable,50,55,40,35,50,60,20,30,25,30,Aug. 18th   2017,Average,0,0
11436,C,MIQUEL ELTINK,Amsterdam Dragons,AAA,06/28/1994,2.0 Stars,2.0 Stars,Normal,50,55,45,35,50,60,35,20,35,50,Aug. 23rd   2017,Average,2013,108
12768,C,Steve Eltis,-,-,02/14/1997,0.5 Stars,1.5 Stars,Normal,45,45,40,40,35,50,30,30,30,35,Oct. 2nd   2017,Average,0,0
14697,C,Divino Embaraador,Toronto Huskies,INT,07/05/1999,0.5 Stars,2.0 Stars,Normal,60,65,45,30,35,65,25,40,35,30,Jul. 18th   2017,Low,0,0
10900,C,BEN EMERY,-,-,12/06/1990,0.5 Stars,1.0 Stars,Durable,35,35,35,30,45,35,20,20,25,45,Jun. 8th   2017,Average,0,0
11410,C,EZEQUIEL ERNESTO,Vancouver Homewreckers,AA,07/28/1994,1.5 Stars,1.5 Stars,Durable,45,45,45,45,45,45,30,30,40,55,Jun. 20th   2017,Low,2013,106
12325,C,ANTONIO ESCOBAR,Denver Blucifers,AAA,05/10/1993,2.0 Stars,2.5 Stars,Durable,50,50,45,50,55,50,25,20,20,50,Jul. 9th   2017,Low,2015,135
12316,C,ISRAEL ESPARZA,-,-,06/27/1996,0.5 Stars,1.5 Stars,Durable,45,45,45,45,35,45,20,25,25,35,Jun. 30th   2017,Average,0,0
8156,C,Oscar Espinoza,-,-,02/23/1987,2.0 Stars,2.0 Stars,Normal,45,45,45,45,45,50,20,25,20,40,May 25th   2017,Low,0,0
13149,C,Bart Evans,Havana Sugar Kings,R,05/17/1997,0.5 Stars,2.0 Stars,Normal,45,45,40,55,55,45,25,20,20,25,Jun. 2nd   2017,Low,0,0
13376,C,Jesse Evans,-,-,05/06/1998,0.5 Stars,2.5 Stars,Normal,55,55,40,60,50,50,20,25,30,25,Jun. 30th   2017,Average,0,0
9563,C,TOMMY EVANS,Longbow Hunters,AAA,06/25/1991,2.0 Stars,2.0 Stars,Normal,45,45,40,45,45,45,30,30,35,35,Aug. 31st   2017,Average,2010,208
12985,C,RYOUMA EZAKI,Adelaide Bite,R,11/06/1997,0.5 Stars,2.5 Stars,Normal,55,55,45,50,50,55,25,25,25,45,Jun. 25th   2017,Low,2016,73
8410,C,Ben Fagan,Tokyo Tigers,AAA,08/13/1983,2.0 Stars,2.0 Stars,Iron Man,40,45,50,40,50,55,45,60,65,45,Jul. 30th   2017,Low,2005,92
11215,C,Fernando Feliciano,Denver Blucifers,AA,07/22/1995,1.5 Stars,2.0 Stars,Normal,55,55,45,45,45,50,20,20,25,50,Aug. 5th   2017,Average,0,0
12005,C,Barney Fennell,Toronto Huskies,R,05/14/1996,0.5 Stars,2.5 Stars,Durable,60,60,45,50,45,55,25,40,35,30,Aug. 13th   2017,Average,0,0
15345,C,Katsuaki Feo,-,-,10/30/2001,0.5 Stars,3.5 Stars,Durable,55,60,55,65,55,60,35,35,35,30,Oct. 17th   2017,Low,0,0
10661,C,Raul Fernandez,Longbow Hunters,A,07/20/1993,1.5 Stars,2.0 Stars,Normal,45,45,45,45,55,45,40,50,40,45,Jul. 17th   2017,Low,0,0
11925,C,Jose Ferreras,St. Lucia Mermen,A,06/10/1995,0.5 Stars,1.5 Stars,Fragile,45,50,45,30,45,50,30,35,40,45,Jun. 5th   2017,Low,0,0
10122,C,Cameron Finch,Dubai Bedouins,MLB,11/21/1992,4.0 Stars,4.0 Stars,Durable,45,50,50,65,55,60,30,20,25,65,Sep. 21st   2017,Average,2011,60
14269,C,Vittoriano Fischetti,Longbow Hunters,INT,10/27/1999,0.5 Stars,2.5 Stars,Durable,50,55,45,55,40,55,20,20,25,25,Aug. 18th   2017,Average,0,0
10951,C,DEAN FLETCHER,-,-,07/25/1995,0.5 Stars,1.0 Stars,Durable,30,40,30,35,40,55,25,20,20,30,Jan. 29th   2017,Average,0,0
7679,C,Kasey Florio,-,-,11/27/1986,1.5 Stars,1.5 Stars,Normal,40,40,45,45,45,40,20,25,25,30,May 7th   2017,Low,2005,36
13091,C,Mike Fox,Amsterdam Dragons,R,04/02/1998,0.5 Stars,2.0 Stars,Normal,55,55,45,45,40,50,30,20,25,40,Jul. 22nd   2017,Low,2017,108
11630,C,CATALDO FRANCHESCETTI,Denver Blucifers,A,08/10/1996,1.0 Stars,2.5 Stars,Normal,55,50,50,50,55,45,30,20,25,45,Aug. 3rd   2017,Average,2016,115
8275,C,CHRIS FRANKLIN,Rome Centurions,AAA,03/04/1988,2.0 Stars,2.0 Stars,Normal,30,40,45,50,65,45,25,35,30,65,Aug. 9th   2017,Average,2006,74
13115,C,Dionisio Frassetto,Galapagos Shellbacks,R,03/21/1997,0.5 Stars,1.5 Stars,Normal,45,45,40,45,50,45,25,20,20,30,Jun. 21st   2017,Low,0,0
9443,C,EDDIE FRAZIER,Lappland Boazu,AAA,03/10/1990,2.0 Stars,2.0 Stars,Durable,45,45,35,50,45,45,35,35,40,25,Aug. 10th   2017,Low,2009,169
15209,C,Duarte Fujii,Sint Maarten Sun Chasers,INT,02/19/2001,0.5 Stars,2.0 Stars,Normal,50,50,35,50,45,55,45,35,30,-,Aug. 20th   2017,Low,0,0
11327,C,Kazutomo Fujimoto,-,-,06/13/1995,0.5 Stars,2.0 Stars,Normal,45,55,45,35,60,70,25,25,25,30,Apr. 3rd   2017,Average,0,0
8584,C,Akinori Fukui,Tokyo Tigers,MLB,12/22/1987,2.0 Stars,2.0 Stars,Fragile,40,40,35,50,40,45,35,30,45,60,Aug. 20th   2017,Average,0,0
7674,C,Jose Galban,California Surfers,MLB,10/05/1986,2.0 Stars,2.0 Stars,Iron Man,45,40,55,40,55,35,65,65,75,55,Sep. 4th   2017,Average,2005,17
6205,C,Cesar Galvez,-,-,07/24/1982,1.5 Stars,1.5 Stars,Normal,35,40,35,40,45,45,20,20,20,40,Jul. 11th   2017,Low,0,1500
15056,C,Aaron Galvin,-,-,07/07/2001,0.5 Stars,2.5 Stars,Normal,50,55,50,50,60,55,30,35,30,30,Jul. 28th   2017,Average,0,0
14172,C,Gustavo Gamossi,Toronto Huskies,INT,06/14/1999,0.5 Stars,2.0 Stars,Normal,50,50,40,50,45,50,35,35,35,30,Sep. 29th   2017,Average,0,0
9809,C,Danny Garcia,-,-,06/19/1991,0.5 Stars,0.5 Stars,Durable,35,35,35,30,50,35,25,35,30,45,Jul. 26th   2017,Average,0,0
14812,C,Gregorio Garcia,Rome Centurions,INT,01/22/2000,0.5 Stars,2.0 Stars,Normal,60,55,35,50,50,50,20,20,20,25,Jun. 29th   2017,Low,0,0
15118,C,Sean Garcia,-,-,04/19/2001,0.5 Stars,2.5 Stars,Normal,45,40,45,65,55,40,25,20,20,30,Jul. 28th   2017,Average,0,0
9945,C,CHRIS GARDNER,-,-,06/03/1993,0.5 Stars,1.5 Stars,Normal,45,40,40,35,50,35,25,20,25,30,Feb. 4th   2017,Average,0,0
7716,C,Drew Garrett,Adelaide Bite,MLB,09/04/1986,2.0 Stars,2.0 Stars,Iron Man,40,45,50,50,50,50,35,30,35,40,Aug. 2nd   2017,Low,2005,66
14164,C,Djordje Gavrilovic,Cleveland Spiders,INT,02/22/1999,0.5 Stars,2.0 Stars,Normal,50,55,40,50,45,55,30,25,25,25,Jul. 2nd   2017,Low,0,0
10586,C,Ron Geist,-,-,10/06/1990,1.5 Stars,1.5 Stars,Normal,40,40,40,45,45,45,30,30,25,55,Apr. 10th   2017,Average,2012,89
13905,C,Jurdão Gerso,Vancouver Homewreckers,INT,07/07/1998,0.5 Stars,0.5 Stars,Normal,35,40,35,35,30,50,30,30,25,30,Sep. 24th   2017,Average,0,0
8345,C,RYAN GESCHKE,-,-,02/16/1989,0.5 Stars,0.5 Stars,Normal,35,40,30,45,40,40,20,25,30,30,Apr. 15th   2017,Average,2010,183
12800,C,Cirillo Giacoletti,Adelaide Bite,AA,12/14/1996,1.5 Stars,2.5 Stars,Normal,50,50,50,60,45,50,45,35,35,55,Aug. 30th   2017,Average,0,0
14969,C,Rafaello Giacoletti,-,-,09/03/2001,0.5 Stars,2.5 Stars,Normal,50,55,45,50,60,55,30,20,25,30,Jun. 30th   2017,Average,0,0
14513,C,Aguinaldo Gidts,-,-,05/15/2000,0.5 Stars,2.0 Stars,Normal,50,50,40,45,50,45,20,20,20,30,Jul. 24th   2017,Average,0,0
12291,C,DANIEL GIRARD,Amsterdam Dragons,AA,08/22/1995,2.0 Stars,2.0 Stars,Normal,50,50,45,50,45,50,25,25,25,40,Aug. 6th   2017,Average,2014,25
15343,C,Danny Gonzalez,-,-,05/21/2000,0.5 Stars,2.5 Stars,Durable,55,60,45,35,50,65,45,50,50,35,Oct. 17th   2017,Low,0,0
12799,C,David Gonzalez,-,-,01/14/1997,0.5 Stars,0.5 Stars,Durable,45,40,40,35,35,35,30,35,40,35,Mar. 20th   2017,Low,0,0
12972,C,MARIO GONZALEZ,Toronto Huskies,A,11/12/1993,1.5 Stars,2.0 Stars,Normal,45,50,45,45,45,55,25,25,20,55,Jun. 23rd   2017,Low,2016,100
13431,C,Tsutomu Goto,Havana Sugar Kings,R,09/29/1997,0.5 Stars,1.5 Stars,Normal,40,45,40,35,40,55,30,20,30,30,Jul. 8th   2017,Low,0,0
14897,C,Joe Goyette,Rome Centurions,INT,08/14/2000,0.5 Stars,2.0 Stars,Normal,50,50,50,45,45,50,50,25,35,25,Aug. 23rd   2017,Average,0,0
13889,C,Filippio Gradi,-,-,06/12/1999,0.5 Stars,2.0 Stars,Normal,45,45,45,45,45,55,20,20,25,35,Jun. 30th   2017,Average,0,0
13160,C,VERDIANO GRANDE,Honolulu Honu,AAA,03/20/1993,1.5 Stars,1.5 Stars,Normal,50,35,50,45,40,25,50,45,45,60,Jul. 30th   2017,Low,2015,79
14587,C,Newt Greening,-,-,04/06/2000,0.5 Stars,4.0 Stars,Normal,60,70,45,55,50,75,25,35,30,30,Jul. 30th   2017,Average,0,0
11131,C,Dave Gregory,-,-,03/25/1991,0.5 Stars,0.5 Stars,Normal,30,35,35,25,40,35,30,20,25,35,Oct. 26th   2017,Average,0,0
13194,C,DANNY GRIEGO,-,-,02/07/1997,0.5 Stars,2.0 Stars,Normal,45,45,45,50,45,45,40,20,25,30,Jul. 29th   2017,Average,2016,179
15377,C,John Grinter,-,-,08/20/2001,0.5 Stars,2.5 Stars,Durable,55,50,55,55,55,45,35,25,25,35,Oct. 17th   2017,Low,0,0
13010,C,ALFREDO GUEL,-,-,07/23/1994,0.5 Stars,1.5 Stars,Normal,45,40,40,45,50,40,30,25,30,40,Feb. 5th   2017,Low,2016,209
15042,C,Danny Guiney,-,-,04/06/2002,0.5 Stars,2.0 Stars,Normal,50,35,45,60,50,25,35,45,35,30,Jul. 28th   2017,Average,0,0
15342,C,Walid Haddad,-,-,05/10/2001,0.5 Stars,3.5 Stars,Normal,55,60,45,55,60,60,30,20,20,40,Oct. 17th   2017,Low,0,0
15211,C,Baltwin Hager,North Korea Outlaws,INT,12/09/2000,0.5 Stars,2.0 Stars,Normal,45,50,40,45,40,60,20,20,20,25,Aug. 28th   2017,Average,0,0
12567,C,Nate Ham,Lappland Boazu,R,12/05/1996,0.5 Stars,3.5 Stars,Normal,55,60,40,60,60,60,40,30,35,30,Aug. 29th   2017,Average,0,0
12285,C,RASHID HAMID,Adelaide Bite,R,08/15/1995,1.0 Stars,1.5 Stars,Normal,45,45,35,45,45,40,20,20,20,40,Aug. 7th   2017,Average,2014,94
12372,C,DIARMAID HAMILTON,Sint Maarten Sun Chasers,R,08/11/1998,0.5 Stars,2.0 Stars,Normal,50,40,50,55,45,30,25,35,35,50,Jul. 14th   2017,Low,2016,131
14261,C,Jerry Hamilton,Sao Paulo Black Mambas,R,02/18/1999,0.5 Stars,2.0 Stars,Normal,50,55,45,50,45,60,20,20,25,35,Jul. 28th   2017,Average,0,0
12402,C,GIOVANNI HARKNESS,-,-,12/14/1997,0.5 Stars,2.0 Stars,Normal,45,45,50,55,45,45,40,20,25,35,Jul. 30th   2017,Average,0,0
9740,C,JOE HARMON,Tokyo Tigers,AAA,08/25/1991,1.0 Stars,1.0 Stars,Normal,45,45,30,35,40,45,25,25,25,30,Sep. 2nd   2017,Average,2011,99
7012,C,NATE HARRING,Rome Centurions,AAA,11/02/1984,2.0 Stars,2.0 Stars,Normal,35,40,45,45,55,50,30,20,45,50,Jun. 14th   2017,Low,2003,125
10946,C,TYLER HAY,-,-,09/21/1994,1.5 Stars,1.5 Stars,Fragile,45,45,40,45,40,50,30,35,40,35,Aug. 2nd   2017,Average,2013,74
13297,C,Ollie Hays,-,-,10/18/1994,0.5 Stars,1.5 Stars,Normal,45,45,35,45,40,45,35,30,35,30,Jul. 28th   2017,Average,0,0
12213,C,Hermann Heimpel,North Korea Outlaws,AAA,06/15/1996,0.5 Stars,1.5 Stars,Normal,45,40,45,50,50,40,30,20,20,30,Jul. 30th   2017,Low,0,0
14294,C,Dave Henandez,Longbow Hunters,R,02/23/1999,0.5 Stars,2.0 Stars,Normal,45,35,45,60,50,30,30,25,30,45,Jun. 5th   2017,Low,0,0
13383,C,Kevin Henderson,-,-,09/01/1999,0.5 Stars,2.0 Stars,Durable,60,70,40,30,40,75,35,20,25,20,Jun. 30th   2017,Average,0,0
13020,C,Nathan Henderson,Rome Centurions,R,06/02/1998,0.5 Stars,2.0 Stars,Normal,45,50,50,50,35,55,40,50,45,30,Jul. 20th   2017,Low,2017,214
14045,C,Gabriel Henry,London Red Coats,R,07/30/1998,0.5 Stars,2.0 Stars,Normal,55,55,45,55,35,50,25,25,30,25,Jul. 4th   2017,Low,0,0
10109,C,Andy Hernandez,Rome Centurions,MLB,02/17/1993,2.0 Stars,2.0 Stars,Durable,35,40,35,60,50,45,20,30,30,60,Aug. 7th   2017,Low,2011,181
8853,C,Eduardo Hernandez,North Korea Outlaws,MLB,07/12/1987,3.5 Stars,3.5 Stars,Wrecked,40,45,55,55,45,60,25,30,25,70,Jul. 11th   2017,Low,0,0
14237,C,Tony Hernandez,Vancouver Homewreckers,INT,08/02/1998,0.5 Stars,2.0 Stars,Normal,45,40,40,60,40,45,20,20,25,40,Sep. 8th   2017,Average,0,0
6714,C,Tony Hernandez,Tokyo Tigers,MLB,10/01/1983,3.5 Stars,3.5 Stars,Normal,50,50,50,65,45,50,30,30,30,50,Jul. 18th   2017,Low,2002,10
8227,C,Matt Hesch,-,-,03/15/1983,2.0 Stars,2.0 Stars,Normal,40,40,55,45,50,40,30,30,30,60,Aug. 28th   2017,Average,2005,20
8500,C,GREG HILGER,-,-,11/30/1988,2.5 Stars,2.5 Stars,Normal,40,45,40,50,60,50,20,25,30,60,Jun. 24th   2017,Low,2007,81
10199,C,Bryce Hill,London Red Coats,A,05/07/1992,1.5 Stars,2.0 Stars,Fragile,35,40,50,60,40,50,30,50,35,35,Aug. 18th   2017,Average,2011,136
12605,C,Goldofrede Hombrinhos,Rome Centurions,R,12/20/1996,0.5 Stars,2.0 Stars,Durable,55,45,40,50,55,40,35,30,30,25,Jul. 29th   2017,Average,0,0
14369,C,Tim Hooks,-,-,10/18/2000,0.5 Stars,2.5 Stars,Normal,45,45,50,65,45,45,20,40,35,30,Jun. 25th   2017,Average,0,0
11514,C,TAKAO HORI,Sao Paulo Black Mambas,R,12/31/1995,1.5 Stars,2.0 Stars,Durable,45,45,45,50,55,50,20,20,20,40,Aug. 18th   2017,Average,2014,177
12961,C,RYUUSUKE HORIUCHI,Amsterdam Dragons,AA,07/07/1994,1.5 Stars,2.0 Stars,Normal,55,50,50,45,45,45,25,25,30,55,Jun. 24th   2017,Low,2016,89
9454,C,CHANDLER HOTELLING,-,-,11/15/1990,1.5 Stars,1.5 Stars,Normal,40,40,35,45,45,45,30,35,40,35,Jul. 17th   2017,Average,2012,136
9325,C,Jonah Howse,-,-,10/14/1990,2.0 Stars,2.0 Stars,Normal,45,40,40,50,55,40,35,45,35,40,Jun. 6th   2017,Average,0,0
9547,C,MARQUIS HUBBARD,Adelaide Bite,AAA,05/04/1991,1.5 Stars,1.5 Stars,Normal,35,40,35,50,50,40,30,25,35,40,Aug. 31st   2017,Average,2013,212
10270,C,Carlos Huerta,Sao Paulo Black Mambas,AA,12/17/1991,0.5 Stars,0.5 Stars,Durable,30,35,30,35,45,40,20,20,25,50,Jun. 25th   2017,Low,0,0
11253,C,Byron Hunt,-,-,04/19/1995,0.5 Stars,1.5 Stars,Normal,45,45,45,50,40,45,30,20,20,35,Jul. 14th   2017,Average,0,0
8766,C,MARK HUNT,Cleveland Spiders,AA,02/17/1990,2.0 Stars,2.0 Stars,Durable,45,45,50,45,50,45,25,25,30,45,Sep. 2nd   2017,Average,2008,121
8860,C,Hae-young Hwang,Denver Blucifers,MLB,10/08/1988,3.5 Stars,3.5 Stars,Normal,50,50,45,50,55,55,20,20,25,70,Jul. 21st   2017,Low,0,0
14879,C,Sung-min Hyeon,St. Lucia Mermen,INT,09/30/2000,0.5 Stars,2.5 Stars,Normal,50,55,60,55,50,65,30,35,35,30,Sep. 16th   2017,Average,0,0
15057,C,Evaristo Ikeda,-,-,09/20/2002,0.5 Stars,2.5 Stars,Fragile,60,65,45,45,40,65,25,20,20,35,Jul. 28th   2017,Average,0,0
13316,C,Hajime Inouye,-,-,04/05/1998,0.5 Stars,2.0 Stars,Normal,50,50,45,45,40,50,25,35,25,30,Jun. 30th   2017,Average,0,0
11536,C,SATORU INOUYE,Dubai Bedouins,A,01/27/1996,1.0 Stars,2.0 Stars,Durable,50,50,45,35,50,50,35,25,30,45,Jun. 16th   2017,Low,2014,59
9781,C,ROBERT IRVINE,Honolulu Honu,MLB,01/20/1992,2.0 Stars,2.0 Stars,Normal,45,45,45,50,45,50,60,55,60,55,Sep. 7th   2017,Average,2013,31
8013,C,NICK IRWIN,Havana Sugar Kings,MLB,05/30/1988,2.5 Stars,2.5 Stars,Fragile,45,45,50,45,45,40,20,40,35,70,Aug. 5th   2017,Low,2006,34
13690,C,Karif Jabir,Toronto Huskies,INT,05/30/1998,0.5 Stars,1.5 Stars,Normal,45,50,40,35,45,50,35,35,35,25,Sep. 17th   2017,Average,0,0
9304,C,Andres Jacinto,-,-,10/30/1990,2.0 Stars,2.0 Stars,Normal,40,40,40,50,55,35,25,20,20,35,Jan. 28th   2017,Low,0,0
13207,C,RYAN JACKSON,Sao Paulo Black Mambas,A,05/08/1993,2.0 Stars,2.5 Stars,Normal,50,55,45,45,45,65,25,20,20,45,Jun. 20th   2017,Low,2016,102
12817,C,Jose Jacobo,Cleveland Spiders,R,05/16/1997,0.5 Stars,2.0 Stars,Normal,45,50,45,50,45,50,25,20,20,35,Sep. 7th   2017,Average,0,0
14116,C,Scott James,Tokyo Tigers,INT,06/22/1999,0.5 Stars,1.5 Stars,Normal,45,40,30,45,60,35,30,25,30,-,Aug. 9th   2017,Low,0,0
12114,C,Soon-yul Jang,-,-,05/18/1996,0.5 Stars,1.0 Stars,Normal,40,40,40,45,35,40,30,20,20,35,Jun. 27th   2017,Average,0,0
12369,C,KENT JANSEN,Havana Sugar Kings,R,04/26/1998,0.5 Stars,2.5 Stars,Normal,50,40,55,60,50,35,25,40,40,40,Aug. 5th   2017,Average,2016,59
9600,C,IAN JENSON,Galapagos Shellbacks,AA,08/12/1991,1.5 Stars,1.5 Stars,Normal,40,40,35,45,45,45,30,30,40,30,Jun. 18th   2017,Low,2010,200
11971,C,Chan-su Jeon,-,-,12/07/1995,0.5 Stars,1.5 Stars,Normal,40,45,45,35,50,55,20,25,25,30,Jul. 1st   2017,Average,0,0
13839,C,Djordje Jigovic,-,-,09/24/1999,0.5 Stars,2.5 Stars,Normal,60,55,50,50,65,50,30,20,30,30,Jun. 30th   2017,Average,0,0
13057,C,Edgar Jimenez,Honolulu Honu,R,08/31/1998,0.5 Stars,2.5 Stars,Normal,55,55,50,50,45,55,30,20,25,35,Sep. 4th   2017,Average,2017,39
9114,C,FERNANDO JIMENEZ,-,-,03/17/1990,2.0 Stars,2.0 Stars,Normal,40,45,40,50,45,50,25,20,25,30,Jun. 21st   2017,Average,2011,57
11432,C,JOSE JIMENEZ,North Korea Outlaws,AA,02/23/1991,1.5 Stars,1.5 Stars,Normal,40,45,40,40,40,50,20,20,25,55,Jun. 6th   2017,Low,2013,118
13457,C,Bosko Jovic,Toronto Huskies,R,07/27/1997,0.5 Stars,2.0 Stars,Normal,50,50,35,60,40,50,25,20,20,30,Jun. 5th   2017,Low,0,0
13075,C,Jung-kyu Jung,Denver Blucifers,R,05/01/1998,0.5 Stars,2.0 Stars,Durable,50,50,50,40,40,50,25,35,25,40,Jun. 13th   2017,Low,2017,88
14538,C,Kyeong-min Jung,-,-,10/08/1996,0.5 Stars,2.0 Stars,Normal,50,40,45,55,50,35,25,25,20,45,Jun. 30th   2017,Average,0,0
12714,C,Aza Kadeer,Galapagos Shellbacks,R,06/09/1997,0.5 Stars,1.5 Stars,Normal,40,50,40,45,40,60,30,35,35,25,May 29th   2017,Low,0,0
12759,C,Hatsuhiko Kamada,-,-,02/21/1997,0.5 Stars,1.0 Stars,Normal,45,45,30,45,30,45,25,20,30,25,Aug. 28th   2017,Average,0,0
9198,C,ALAKAI KANESHIRO,Honolulu Honu,MLB,08/15/1990,2.5 Stars,2.5 Stars,Durable,40,50,45,50,45,70,20,20,25,65,Sep. 5th   2017,Average,2009,41
13403,C,Motoyasu Kawamura,-,-,03/18/1999,0.5 Stars,2.0 Stars,Normal,50,60,45,40,45,70,25,20,20,20,Jun. 30th   2017,Average,0,0
14429,C,Brian Kelly,-,-,10/25/2000,0.5 Stars,2.0 Stars,Normal,45,45,45,50,45,45,35,25,25,35,Jul. 24th   2017,Average,0,0
12059,C,Makato Kemnitz,-,-,07/03/1995,1.5 Stars,2.0 Stars,Durable,45,45,45,45,45,45,35,25,35,25,Jun. 2nd   2017,Average,0,0
12180,C,Belchyor Kennedy,Cleveland Spiders,A,11/13/1995,1.0 Stars,2.0 Stars,Normal,50,50,50,45,45,45,30,40,40,40,Aug. 1st   2017,Low,0,0
11444,C,SAMUEL KEOGH,Lappland Boazu,AA,06/22/1991,1.5 Stars,1.5 Stars,Normal,45,45,45,45,45,50,35,40,40,50,Jul. 2nd   2017,Low,2013,25
11452,C,BUBBA KERN,-,-,07/22/1991,0.5 Stars,0.5 Stars,Normal,35,40,35,30,35,45,20,25,20,45,Aug. 22nd   2017,Average,2013,172
13090,C,Chan-koo Kim,Havana Sugar Kings,R,09/10/1998,0.5 Stars,2.0 Stars,Normal,55,55,40,45,45,55,35,30,35,30,Aug. 21st   2017,Average,2017,116
8637,C,Dong-hyun Kim,Vancouver Homewreckers,AAA,05/31/1988,2.0 Stars,2.0 Stars,Iron Man,45,45,40,40,45,45,20,25,25,45,Aug. 26th   2017,Average,0,0
9866,C,In-goo Kim,Toronto Huskies,AA,09/11/1991,1.0 Stars,1.0 Stars,Normal,40,40,40,40,30,45,20,30,25,50,Jul. 22nd   2017,Low,0,0
11255,C,Jong-min Kim,North Korea Outlaws,A,01/26/1995,1.5 Stars,1.5 Stars,Normal,45,45,35,45,35,45,25,20,25,45,Aug. 22nd   2017,Average,0,0
14876,C,Joon-ho Kim,St. Lucia Mermen,INT,01/29/2000,0.5 Stars,2.5 Stars,Normal,55,60,50,50,45,60,20,25,25,30,Jun. 20th   2017,Low,0,0
14287,C,Joon-ho Kim,Galapagos Shellbacks,INT,12/29/1998,0.5 Stars,0.5 Stars,Durable,35,40,35,35,35,45,25,25,30,30,Jul. 31st   2017,Low,0,0
10467,C,Myung-bo Kim,Sint Maarten Sun Chasers,A,05/27/1993,0.5 Stars,0.5 Stars,Normal,30,40,35,30,45,50,25,40,35,30,Jun. 25th   2017,Low,0,0
14499,C,Myung-joo Kim,-,-,07/05/2001,0.5 Stars,2.5 Stars,Normal,50,50,45,50,45,55,30,20,30,35,Jul. 24th   2017,Average,0,0
11268,C,Sang-keun Kim,Vancouver Homewreckers,A,02/24/1995,0.5 Stars,1.0 Stars,Normal,45,45,40,35,30,40,45,40,45,35,Jul. 4th   2017,Low,0,0
13065,C,Seung-cheol Kim,-,-,03/04/1998,0.5 Stars,2.0 Stars,Normal,50,50,40,50,40,50,30,25,30,30,Jul. 28th   2017,Average,0,0
13349,C,Suk-jin Kim,-,-,04/23/1999,0.5 Stars,2.0 Stars,Durable,50,50,40,45,45,50,35,35,30,30,Jun. 30th   2017,Average,0,0
10539,C,Sung-min Kim,Denver Blucifers,AA,02/15/1993,0.5 Stars,0.5 Stars,Durable,40,40,30,30,35,35,25,25,25,40,Jun. 27th   2017,Low,0,0
13606,C,Keita Kimura,Dubai Bedouins,R,05/17/1998,0.5 Stars,4.0 Stars,Normal,60,65,45,60,55,70,35,30,35,40,Aug. 10th   2017,Average,0,0
10297,C,Kelvin Klarenbeek,Adelaide Bite,AA,01/19/1991,0.5 Stars,1.0 Stars,Normal,35,35,40,35,55,35,20,20,30,45,Jul. 5th   2017,Low,0,0
13842,C,Max Koeslag,-,-,08/07/1999,0.5 Stars,1.5 Stars,Normal,45,45,50,50,40,45,35,20,20,35,Jun. 30th   2017,Average,0,0
14050,C,Hanskarl Kohn,-,-,12/20/1998,0.5 Stars,1.0 Stars,Normal,40,40,40,45,30,40,35,35,40,30,Jun. 13th   2017,Average,0,0
14877,C,Bora Kontic,Denver Blucifers,INT,02/27/2000,0.5 Stars,1.5 Stars,Normal,50,50,45,40,35,50,40,45,45,25,Jun. 29th   2017,Low,0,0
10616,C,SAM KOPROWSKI,-,-,07/24/1994,0.5 Stars,2.0 Stars,Durable,45,45,40,45,50,45,25,30,35,25,Jul. 8th   2017,Average,2015,231
13385,C,Dragisa Kralj,-,-,09/12/1998,0.5 Stars,2.5 Stars,Durable,60,60,45,60,40,50,20,20,20,25,Jun. 30th   2017,Average,0,0
12691,C,Martin Labra,Havana Sugar Kings,R,11/25/1996,0.5 Stars,1.5 Stars,Normal,45,50,35,40,40,50,20,20,20,40,Jul. 8th   2017,Low,0,0
10925,C,Jean-Baptiste Lamarck,Galapagos Shellbacks,MLB,08/16/1995,2.5 Stars,3.0 Stars,Normal,55,55,45,50,50,50,40,25,40,70,Jul. 16th   2017,Low,2013,17
13658,C,Alex Lara,Rome Centurions,INT,05/16/1998,0.5 Stars,2.5 Stars,Normal,55,55,45,50,45,55,25,25,25,35,Sep. 21st   2017,Average,0,0
13387,C,Lorenzo Lara,-,-,09/21/1998,0.5 Stars,2.5 Stars,Normal,45,55,65,50,45,65,45,45,40,30,Jun. 30th   2017,Average,0,0
