ID,POS,Name,DOB,OVR,POT,Prone,HT P,CON P,GAP P,POW P,EYE P,K P,SPE,SR,STE,SctAcc,Draft,OA Pick
7470,1B,Danny Maldonado,07/20/1984,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,0
8721,3B,STAN MALONE,05/13/1989,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,2008,25
6046,1B,Neil Mangum,09/01/1982,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,2001,38
4945,C,Craig Manix,06/18/1979,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,137
10858,LF,Phil Manning,09/16/1990,2.0 Stars,2.0 Stars,Durable,50,45,55,45,50,40,50,75,55,V.High,2012,30
7541,SS,Eloy Mannino,12/06/1984,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,0
9158,2B,MATT MARGOLIN,11/27/1990,2.0 Stars,2.0 Stars,Normal,50,55,50,40,30,55,50,70,65,V.High,2009,122
3151,LF,Frank Marquez,10/05/1975,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,914
8199,SS,Carlos Martinez,08/26/1983,2.0 Stars,2.0 Stars,Durable,-,-,-,-,-,-,-,-,-,V.Low,2005,123
7208,LF,Luis Martinez,04/28/1984,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,0
12273,2B,Marco Martinez,04/01/1990,2.0 Stars,2.0 Stars,Durable,-,-,-,-,-,-,-,-,-,V.Low,2013,12
7770,LF,Mario Martinez,12/15/1985,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,0
2982,2B,Josh Matthew,05/24/1970,2.0 Stars,2.0 Stars,Durable,-,-,-,-,-,-,-,-,-,V.Low,0,1393
8528,RF,Pat Mauney,05/09/1988,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,2007,8
8352,3B,Greg Maynard,12/26/1988,2.0 Stars,2.0 Stars,Normal,45,50,50,50,45,50,60,70,55,V.High,2007,27
5412,1B,Alan McClain,07/16/1980,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,215
6956,RF,Josiah McCullum,07/10/1983,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,2002,42
7646,1B,Tim McCullum,11/15/1987,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,2005,76
6950,RF,Casey McDaniel,12/31/1979,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,2001,8
2586,2B,Paul McIlroy,03/30/1968,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,776
1429,2B,Dave McKay,02/19/1970,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,1435
8240,3B,Jonathan McMillian,07/21/1984,2.0 Stars,2.0 Stars,Durable,-,-,-,-,-,-,-,-,-,V.Low,2006,17
5530,3B,Curtis Mead,02/11/1980,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,688
4487,CF,Oscar Mendez,09/07/1977,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,888
10921,RF,ALEX MENDOZA,12/11/1991,2.0 Stars,2.0 Stars,Durable,50,50,50,45,55,45,55,65,55,High,2013,64
7849,1B,ROD MENSING,11/21/1982,2.0 Stars,2.0 Stars,Durable,-,-,-,-,-,-,-,-,-,V.Low,2004,164
10264,CF,Umberto Mensink,02/26/1991,2.0 Stars,2.0 Stars,Normal,50,50,50,45,40,50,45,50,50,V.High,0,0
10772,CF,Mike Michalkiewicz,05/13/1989,2.0 Stars,2.0 Stars,Normal,40,45,40,25,40,50,65,70,65,High,2011,121
3167,C,Chris Miller,07/04/1974,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,1374
485,RF,Jarred Miller,08/09/1972,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,554
7353,SS,Jonathan Miller,05/25/1985,2.0 Stars,2.0 Stars,Durable,-,-,-,-,-,-,-,-,-,V.Low,2004,7
4165,3B,James Miner,04/03/1972,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,1176
4536,CF,Nate Mirth,12/06/1976,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,97
5938,1B,Brandon Mitchell,06/20/1980,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,657
4604,3B,Doug Mollo,08/20/1974,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,1117
10204,3B,Rich Monger,03/09/1992,1.5 Stars,2.0 Stars,Durable,-,-,-,-,-,-,-,-,-,V.Low,2011,32
6472,1B,Victor Montalvo,01/31/1984,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,2002,17
7805,3B,Jorge Montanez,03/20/1986,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,0
5129,2B,Willie Montanez,05/18/1979,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,103
3047,1B,Ben Morelli,11/29/1973,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,65
489,3B,Alex Morelos,08/30/1966,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,72
8065,1B,Chris Moreno,01/27/1987,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,0
6740,2B,Sergio Moreno,10/14/1983,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,2002,22
4318,LF,Nick Morrison,07/04/1977,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,906
3698,1B,Angel Mota,01/21/1975,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,198
15,1B,Jamal Motley,12/05/1961,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,978
2744,1B,Josh Mullin,04/30/1968,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,966
10191,2B,Chris Mullinax,02/26/1993,2.0 Stars,2.0 Stars,Fragile,45,45,55,30,50,50,50,70,50,V.High,2012,141
5864,LF,Alex Munoz,07/16/1981,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,56
9045,RF,BRENDAN MUNTEAN,03/18/1990,2.0 Stars,2.0 Stars,Normal,45,50,50,50,45,55,30,70,40,High,2008,143
8788,1B,SAM MURPHREE,06/06/1989,2.0 Stars,2.0 Stars,Durable,45,45,45,45,45,50,50,75,70,V.High,2008,102
4184,3B,Justin Murphy,09/01/1975,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,389
1036,LF,Giovonni Musco,02/03/1965,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,592
8018,1B,JOHNNY MUSIC,12/07/1987,2.0 Stars,2.0 Stars,Durable,-,-,-,-,-,-,-,-,-,V.Low,2009,87
8494,1B,JOSE NAVARRO,09/18/1988,2.0 Stars,2.0 Stars,Durable,-,-,-,-,-,-,-,-,-,V.Low,2007,169
12357,1B,SEAN NELSON,01/30/1994,2.0 Stars,2.0 Stars,Normal,50,55,45,45,45,60,30,35,35,V.High,2015,155
1101,2B,Jon New,10/30/1967,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,639
6776,LF,ELIAS NEWBORN,06/24/1984,2.0 Stars,2.0 Stars,Durable,-,-,-,-,-,-,-,-,-,V.Low,2003,47
7845,LF,Kimio Nishimura,12/21/1986,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,0
7619,LF,JON NUGENT,02/04/1982,2.0 Stars,2.0 Stars,Durable,-,-,-,-,-,-,-,-,-,V.Low,2004,42
4509,RF,Greg O'Bee,12/28/1976,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,118
4348,2B,Joe O'Day,08/07/1977,2.0 Stars,2.0 Stars,Durable,-,-,-,-,-,-,-,-,-,V.Low,0,742
6048,LF,Charlie O'Neal,10/19/1982,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,2001,13
2768,SS,Jessie Oberlin,10/05/1972,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,288
4025,1B,Greg Oceguera,06/22/1975,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,436
10559,LF,Sumiya Oda,04/24/1993,2.0 Stars,2.0 Stars,Normal,40,45,45,60,55,50,50,70,40,V.High,0,0
6251,2B,Hiroya Okamura,11/12/1970,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,5
4999,3B,Eric Olguin,12/12/1979,2.0 Stars,2.0 Stars,Durable,-,-,-,-,-,-,-,-,-,V.Low,0,1619
5953,LF,Ricky Orozco,10/08/1980,2.0 Stars,2.0 Stars,Durable,-,-,-,-,-,-,-,-,-,V.Low,2002,59
5537,CF,Jorge Ortiz,11/10/1972,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,188
9669,1B,MIGUEL ORTIZ,03/06/1990,2.0 Stars,2.0 Stars,Durable,-,-,-,-,-,-,-,-,-,V.Low,2009,203
10663,1B,Pablo Ortiz,06/15/1994,2.0 Stars,2.0 Stars,Normal,45,55,50,45,55,70,30,45,20,V.High,0,0
4667,1B,Robert Ortiz,07/18/1978,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,105
10729,CF,Carlos Otero,10/24/1993,2.0 Stars,2.0 Stars,Iron Man,40,40,45,55,45,40,60,65,60,V.High,0,0
9873,3B,Danny Otero,01/16/1981,2.0 Stars,2.0 Stars,Durable,-,-,-,-,-,-,-,-,-,V.Low,0,0
65,1B,D.J. Overholt,04/17/1972,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,518
7255,C,Toshiharu Oyama,11/09/1971,2.0 Stars,2.0 Stars,Durable,-,-,-,-,-,-,-,-,-,V.Low,0,0
8807,1B,Alexis Pacheco,08/20/1988,2.0 Stars,2.0 Stars,Iron Man,50,55,55,45,40,70,45,55,60,V.High,0,0
4851,2B,Danny Pagan,04/17/1978,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,77
8293,3B,AARON PAGE,03/07/1984,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,2006,110
8508,1B,GEOFF PALMER,08/31/1988,2.0 Stars,2.0 Stars,Normal,45,45,50,55,45,45,30,30,30,V.High,2007,147
8041,2B,DANNY PALOMINO,05/19/1987,2.0 Stars,2.0 Stars,Durable,-,-,-,-,-,-,-,-,-,V.Low,2006,80
8224,RF,Tony Palomino,09/05/1983,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,2005,9
9367,LF,Dave Papenfuss,03/30/1989,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,2008,21
5971,1B,Pat Pardee,10/04/1981,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,2000,32
3669,2B,Juan Parga,04/13/1974,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,1273
10136,LF,Brian Parker,04/15/1992,2.0 Stars,2.0 Stars,Iron Man,55,50,55,55,45,45,45,65,50,V.High,2011,36
9300,CF,Jon Patey,02/07/1988,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,0
8302,RF,MIKE PAYNE,11/05/1984,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,2006,69
7672,2B,Travis Peasley,05/05/1986,2.0 Stars,2.0 Stars,Durable,-,-,-,-,-,-,-,-,-,V.Low,2005,131
9069,RF,Rex Pennebaker,08/19/1990,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,2008,17
12120,2B,H.E. Pennypacker,10/18/1996,2.0 Stars,2.0 Stars,Normal,45,50,70,40,35,60,80,75,70,V.High,0,0
5795,3B,Ronaldo Pepulim,01/26/1979,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,1151
7729,1B,Mario Perales,01/08/1984,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,0
3690,LF,Alejandro Perez,12/18/1974,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,367
3225,3B,Daniel Perez,04/06/1972,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,789
8009,3B,TYLER PETRO,03/14/1988,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,2006,37
6136,1B,Luke Picard,06/27/1982,2.0 Stars,2.0 Stars,Durable,-,-,-,-,-,-,-,-,-,V.Low,2001,22
32,RF,Bryan Pierce,09/11/1963,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,212
9189,RF,BILL PIERSON,04/05/1990,2.0 Stars,2.0 Stars,Normal,45,50,45,50,50,50,25,45,20,V.High,2009,143
7089,RF,Wilfredo Pizzolato,02/10/1984,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,0
4634,1B,Wayne Plowman,07/20/1978,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,1589
5059,1B,Jelani Poppenhagen,06/19/1979,2.0 Stars,2.0 Stars,Durable,-,-,-,-,-,-,-,-,-,V.Low,0,368
10714,RF,Mário Portalis,02/01/1994,2.0 Stars,2.0 Stars,Normal,50,45,45,45,45,45,30,45,40,V.High,0,0
4572,CF,Mike Porter,05/23/1977,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,100
6389,CF,Tim Potter,03/22/1979,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,2001,25
13810,2B,Nikau Pouaka-Grego,03/19/1995,1.5 Stars,2.0 Stars,Normal,55,50,50,50,50,50,65,35,25,V.High,2017,3
7645,1B,Dylan Pree,08/10/1986,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,2005,52
6771,3B,Justin Prince,09/12/1985,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,2003,17
4636,RF,Nick Pugh,04/17/1979,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,363
10032,2B,ADRIAN PURVIANCE,09/12/1988,2.0 Stars,2.0 Stars,Durable,45,50,45,30,45,55,40,55,35,V.High,2010,130
14323,1B,Alex Ramirez,04/01/1988,2.0 Stars,2.0 Stars,Normal,45,50,40,50,45,55,30,45,65,V.High,0,0
5033,LF,Greg Ramirez,06/27/1979,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,492
7213,LF,Jose Ramirez,07/03/1984,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,0
11990,C,Rafael Ramirez,04/27/1996,2.0 Stars,2.0 Stars,Normal,50,45,40,45,25,40,30,25,30,V.High,0,0
3290,LF,Victor Ramirez,12/24/1974,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,571
3070,1B,Steve Randall,02/27/1971,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,721
1127,2B,Javier Rangel,06/28/1972,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,593
10824,SS,Justin Ratka,01/24/1994,2.0 Stars,2.0 Stars,Durable,45,50,45,35,45,60,45,55,40,V.High,2012,64
9766,RF,GEORGE RAY,05/18/1991,2.0 Stars,2.0 Stars,Fragile,45,50,50,45,40,55,45,70,60,V.High,2010,26
8271,LF,LEV REEVES,10/25/1984,2.0 Stars,2.0 Stars,Durable,50,50,55,35,50,50,55,70,60,V.High,2006,73
9981,3B,Evan Rembish,10/25/1987,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,2009,37
5551,1B,Danny Reyes,05/29/1979,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,528
6310,RF,Greg Rhey,10/17/1982,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,2000,16
7995,1B,MARK RHODE,04/25/1987,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,2006,46
9310,LF,Hamilton Richardson,01/28/1990,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,0
6774,SS,JOSH RIFENBURG,11/27/1984,2.0 Stars,2.0 Stars,Durable,-,-,-,-,-,-,-,-,-,V.Low,2003,127
530,CF,Aaron Riley,09/29/1964,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,1219
6120,CF,Alejandro Rincon,06/30/1982,2.0 Stars,2.0 Stars,Durable,-,-,-,-,-,-,-,-,-,V.Low,2001,28
3987,1B,Steve Ripley,08/25/1976,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,683
292,SS,Shane Risso,07/24/1966,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,84
8326,C,WILBERT RIVERS,11/04/1988,2.0 Stars,2.0 Stars,Iron Man,40,45,40,45,70,45,35,35,55,V.High,2008,133
10697,3B,Owen Roberts,02/18/1994,2.0 Stars,2.0 Stars,Normal,35,45,50,50,45,55,40,35,35,V.High,0,0
10338,LF,Dave Robinson,08/12/1983,2.0 Stars,2.0 Stars,Durable,-,-,-,-,-,-,-,-,-,V.Low,0,0
6671,SS,Josh Robinson,05/10/1982,2.0 Stars,2.0 Stars,Durable,-,-,-,-,-,-,-,-,-,V.Low,2001,63
6888,LF,Willie Robles,05/01/1983,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,0
4067,RF,Eddie Rodriguez,01/09/1976,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,192
3122,LF,Eduardo Rodriguez,08/27/1974,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,28
4794,C,Juan Rodriguez,09/04/1977,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,583
120,RF,Rich Roeser,07/25/1964,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,511
6650,LF,Ray Roland,01/17/1983,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,2001,10
5122,LF,Jesus Roldan,03/03/1979,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,1023
9027,3B,Henry Rollins,05/14/1986,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,2007,29
758,RF,Jim Rollins,03/05/1968,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,176
2517,3B,Mike Romer,02/08/1969,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,381
5842,SS,Roberto Rosa,09/08/1980,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,62
11708,2B,JOE ROSE,01/25/1993,2.0 Stars,2.0 Stars,Normal,50,50,45,45,45,50,60,70,60,High,2014,43
5032,RF,Josh Roush,10/28/1979,2.0 Stars,2.0 Stars,Durable,-,-,-,-,-,-,-,-,-,V.Low,0,959
7211,CF,Willie Ruelas,03/22/1982,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,0
6752,RF,Bas Rutten,06/09/1983,2.0 Stars,2.0 Stars,Durable,-,-,-,-,-,-,-,-,-,V.Low,2002,7
9363,LF,DEVIN SABATINI,02/20/1990,2.0 Stars,2.0 Stars,Durable,-,-,-,-,-,-,-,-,-,V.Low,2008,45
309,LF,Layne Sabin,06/27/1965,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,685
8859,3B,Kazushi Sakuraba,02/24/1989,2.0 Stars,2.0 Stars,Normal,65,65,50,35,30,60,50,80,55,High,0,0
2946,1B,Jesus Salinas,10/12/1970,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,635
207,RF,Armando Sanchez,09/21/1966,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,707
4790,1B,Danny Sanchez,11/08/1977,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,210
8533,3B,RICH SANCHEZ,08/04/1989,2.0 Stars,2.0 Stars,Fragile,40,45,45,55,50,50,25,40,30,V.High,2010,111
6922,LF,Ricky Sanchez,05/29/1983,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,0
12498,LF,Roberto Sanchez,02/04/1997,2.0 Stars,2.0 Stars,Normal,55,45,50,50,45,30,55,60,55,V.High,0,0
9004,2B,Joey Sanders,09/01/1985,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,2007,38
10189,C,Kadyn Santa Ana,08/05/1993,2.0 Stars,2.0 Stars,Durable,-,-,-,-,-,-,-,-,-,V.Low,2011,23
8995,1B,CHRIS SANTIAGO,10/15/1988,2.0 Stars,2.0 Stars,Durable,-,-,-,-,-,-,-,-,-,V.Low,2007,75
9720,1B,RAUL SAPPINGTON,07/17/1991,2.0 Stars,2.0 Stars,Normal,45,55,50,25,30,75,70,80,75,V.High,2010,18
14325,CF,Gabe Saucedo,02/01/1993,2.0 Stars,2.0 Stars,Normal,50,45,60,55,55,30,45,35,35,High,0,0
4096,CF,Alexis Saulnier,04/07/1974,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,354
10433,LF,Trevor Schettina,01/06/1994,2.0 Stars,2.0 Stars,Durable,-,-,-,-,-,-,-,-,-,V.Low,2012,27
6948,LF,Jamie Schilling,09/01/1983,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,2001,130
6366,RF,Chance Schmitt,01/14/1980,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,2001,23
4368,CF,Jerry Sclafani,10/31/1977,2.0 Stars,2.0 Stars,Durable,-,-,-,-,-,-,-,-,-,V.Low,0,477
3307,2B,Damani Scoggins,07/18/1973,2.0 Stars,2.0 Stars,Durable,-,-,-,-,-,-,-,-,-,V.Low,0,1424
6462,1B,Jonathan Seifert,09/25/1983,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,2002,69
4642,1B,Dylan Senn,10/27/1978,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,197
6143,2B,Luis Servantez,09/02/1980,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,1515
3634,LF,A.J. Shealy,07/09/1976,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,456
5956,LF,Colby Shean,07/23/1980,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,2002,45
9733,LF,CHRIS SHEETS,11/15/1991,2.0 Stars,2.0 Stars,Durable,50,55,50,45,35,55,60,65,70,V.High,2010,21
11796,SS,John Sheppard,01/04/1997,2.0 Stars,2.0 Stars,Normal,50,45,45,50,35,45,45,30,20,High,2015,46
567,1B,Phillip Shoemate,09/06/1962,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,1039
7594,SS,JOHN SHROUT,05/15/1986,2.0 Stars,2.0 Stars,Durable,-,-,-,-,-,-,-,-,-,V.Low,2004,112
10009,3B,Justin Shumake,06/09/1987,2.0 Stars,2.0 Stars,Iron Man,40,45,50,25,45,50,50,60,60,Avg,2009,38
2678,3B,Mike Sigl,08/31/1968,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,430
6711,RF,Jeremy Simon,10/21/1980,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,2002,18
12995,CF,RALPH SIMPSON,03/31/1994,2.0 Stars,2.0 Stars,Normal,45,50,50,50,40,55,50,55,50,High,2016,42
7980,RF,Devin Smith,04/27/1987,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,2006,26
8433,LF,Euan Smith,07/30/1987,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,2006,11
4373,3B,Harry Smith,09/04/1977,2.0 Stars,2.0 Stars,Durable,-,-,-,-,-,-,-,-,-,V.Low,0,634
11455,2B,LOU SMYTHE,06/02/1994,2.0 Stars,2.0 Stars,Normal,45,45,45,45,40,50,70,60,55,V.High,2013,23
10063,RF,ANTONIO SOLANO,02/09/1988,2.0 Stars,2.0 Stars,Durable,-,-,-,-,-,-,-,-,-,V.Low,2010,25
8103,LF,Tony Soliz,02/17/1987,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,0
11482,C,MIN-JUN SONG,01/20/1993,2.0 Stars,2.0 Stars,Normal,45,45,50,50,45,45,25,30,30,V.High,2014,125
4372,RF,Juan Soto,08/23/1978,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,9
5723,1B,Sean Souza,06/29/1982,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,2000,23
9023,1B,ART SPARKES,05/26/1985,2.0 Stars,2.0 Stars,Durable,-,-,-,-,-,-,-,-,-,V.Low,2007,76
6032,3B,Dave Sparks,03/09/1979,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,2000,28
6286,3B,John Sparks,01/06/1982,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,2000,8
6014,LF,Derrick Spears,05/04/1982,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,2000,56
5005,1B,Danny Spires,05/10/1980,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,323
8583,LF,Trent Squire,01/12/1988,2.0 Stars,2.0 Stars,Normal,45,45,50,45,45,50,60,75,70,V.High,0,0
