ID,POS,Name,ORG,Lev,DOB,B,OVR,POT,Prone,HT P,CON P,GAP P,POW P,EYE P,K P,SPE,SR,STE,SctAcc,Draft,OA Pick
13164,2B,AUGUSTO COURACA,-,-,01/22/1991,R,2.5 Stars,2.5 Stars,Normal,45,45,45,50,75,50,35,45,40,High,2015,37
16175,SS,Borenko Banovic,SMT,MLB,01/22/1991,R,3.5 Stars,3.5 Stars,Normal,50,55,55,50,60,55,40,35,30,V.High,0,0
9499,2B,MIKE WARNER,STU,MLB,01/25/1991,R,3.5 Stars,3.5 Stars,Iron Man,50,50,50,45,65,55,45,80,60,V.High,2009,162
9430,1B,CAMERON HULETT,NKO,AAA,01/27/1991,R,2.5 Stars,2.5 Stars,Durable,45,45,50,50,50,45,35,45,35,V.High,2009,109
9785,C,MIKE THOMSON,GAL,AAA,02/10/1991,S,2.0 Stars,2.0 Stars,Normal,30,45,40,50,45,65,20,25,25,V.High,2010,164
9975,2B,Raul Hernandez,-,-,02/11/1991,R,2.0 Stars,2.0 Stars,Normal,45,50,50,40,40,55,40,75,60,V.High,2009,4
11378,C,Zivota Ljotic,DUB,MLB,02/13/1991,R,2.5 Stars,2.5 Stars,Normal,45,45,50,45,45,45,30,25,20,High,2012,75
9776,DH,MATT ROY,DEN,MLB,02/25/1991,L,3.0 Stars,3.0 Stars,Iron Man,50,55,55,60,55,55,20,40,25,V.High,2010,20
10264,CF,Umberto Mensink,-,-,02/26/1991,R,2.0 Stars,2.0 Stars,Normal,50,50,50,45,40,50,45,50,50,V.High,0,0
9602,C,JOHN DUNN,STU,MLB,03/10/1991,R,2.5 Stars,2.5 Stars,Normal,45,50,45,50,50,50,35,35,20,V.High,2013,46
9814,C,Nelson Martinez,SMT,MLB,03/22/1991,R,5.0 Stars,5.0 Stars,Normal,50,60,50,65,55,70,30,35,35,V.High,0,0
9606,LF,JOSH FUNSTON,HAV,MLB,04/04/1991,L,2.5 Stars,2.5 Stars,Normal,50,60,50,50,45,80,35,40,30,V.High,2010,91
10039,RF,Erik Hilton,LON,MLB,04/30/1991,L,4.0 Stars,4.0 Stars,Durable,60,65,65,55,55,60,65,80,70,V.High,2010,7
9766,RF,GEORGE RAY,-,-,05/18/1991,R,2.0 Stars,2.0 Stars,Fragile,45,50,50,45,40,55,45,70,60,V.High,2010,26
9564,2B,Alvin Cleary,CAL,MLB,05/20/1991,R,3.5 Stars,3.5 Stars,Normal,50,55,45,50,55,65,20,70,25,V.High,2013,2
9601,CF,BRIAN HAYNES,LON,MLB,05/26/1991,R,3.0 Stars,3.0 Stars,Durable,50,65,55,35,40,80,65,80,80,V.High,2010,64
11440,2B,EMMANUEL LEFEVRE,-,-,06/11/1991,L,2.0 Stars,2.0 Stars,Normal,45,40,55,45,45,30,60,70,70,V.High,2013,30
9750,SS,DANNY HAMPTON,VAN,MLB,07/01/1991,R,2.5 Stars,2.5 Stars,Durable,45,50,45,40,45,55,40,55,55,V.High,2010,24
9831,C,Freek Wolters,-,-,07/09/1991,R,2.0 Stars,2.0 Stars,Normal,50,50,45,50,55,45,25,30,35,V.High,0,0
9464,RF,HARRY FISCHER,-,-,07/11/1991,R,2.0 Stars,2.0 Stars,Normal,45,50,50,30,40,55,65,70,60,V.High,2009,179
9603,C,JAMIE CARTER,-,-,07/16/1991,S,2.0 Stars,2.0 Stars,Iron Man,40,45,30,50,55,55,25,20,25,V.High,2010,109
9720,1B,RAUL SAPPINGTON,-,-,07/17/1991,L,2.0 Stars,2.0 Stars,Normal,45,55,50,25,30,75,70,80,75,V.High,2010,18
9825,CF,Glenn Currell,DUB,MLB,07/21/1991,R,3.0 Stars,3.0 Stars,Normal,50,50,50,50,50,55,55,75,70,V.High,0,0
10906,LF,Brent Fortson,TOR,MLB,07/22/1991,R,3.0 Stars,3.0 Stars,Durable,70,50,55,70,55,35,60,75,65,V.High,2013,4
11377,2B,Juan Munoz,RME,MLB,07/30/1991,S,2.5 Stars,2.5 Stars,Normal,50,55,50,30,45,60,65,70,75,V.High,2012,48
9235,3B,BRODY MAIN,-,-,08/02/1991,R,2.0 Stars,2.0 Stars,Normal,40,50,45,50,45,55,30,30,35,V.High,2009,130
9532,C,MIKE CLAY,LDN,AAA,08/04/1991,R,2.0 Stars,2.0 Stars,Iron Man,40,40,30,25,45,40,25,25,20,V.High,2011,72
9530,C,ALFONSO VANEGAS,DEN,AAA,08/05/1991,S,2.5 Stars,2.5 Stars,Iron Man,40,50,45,50,40,55,45,65,35,High,2010,37
11349,1B,Shigeru Kawano,-,-,09/01/1991,L,2.0 Stars,2.0 Stars,Normal,55,50,45,50,45,50,35,40,25,V.High,2012,17
10524,2B,Jose Castellanos,RME,AAA,09/03/1991,R,2.0 Stars,2.0 Stars,Durable,50,50,45,40,45,50,40,45,55,V.High,0,0
12274,C,MIGUEL RIOS,ADE,MLB,10/05/1991,S,2.5 Stars,2.5 Stars,Normal,45,45,45,45,50,45,25,35,35,High,2013,152
10060,RF,CHAD BRITNELL,-,-,10/07/1991,L,2.5 Stars,2.5 Stars,Iron Man,55,50,65,45,50,45,45,70,45,V.High,2010,50
9531,RF,CHRIS WYCKOFF,RME,MLB,10/15/1991,L,3.5 Stars,3.5 Stars,Normal,70,60,55,55,70,55,50,75,55,V.High,2013,27
9865,1B,Ramon Ramirez,-,-,10/22/1991,R,2.5 Stars,2.5 Stars,Normal,55,50,50,50,80,45,25,45,20,V.High,0,0
15469,1B,Ivano Campagne,HAV,MLB,11/02/1991,R,3.0 Stars,3.0 Stars,Normal,55,50,50,55,80,45,25,20,20,V.High,0,0
9733,LF,CHRIS SHEETS,-,-,11/15/1991,L,2.0 Stars,2.0 Stars,Durable,50,55,50,45,35,55,60,65,70,V.High,2010,21
9788,1B,Ben Marek,DEN,MLB,11/19/1991,R,2.5 Stars,2.5 Stars,Durable,50,50,55,50,60,50,25,75,35,High,2010,3
9718,2B,JASON WILLIAMS,GAL,MLB,11/28/1991,L,3.5 Stars,3.5 Stars,Normal,55,50,50,55,80,40,25,50,40,V.High,2010,42
10791,3B,Marcos Carrera,-,-,11/28/1991,L,2.0 Stars,2.0 Stars,Normal,50,45,45,40,45,35,40,55,40,V.High,2011,81
10921,RF,ALEX MENDOZA,NKO,AAA,12/11/1991,S,2.0 Stars,2.0 Stars,Durable,50,50,50,45,55,45,55,65,55,High,2013,64
17536,C,Jun-seo Hong,-,-,12/18/1991,R,1.5 Stars,1.5 Stars,Normal,25,30,40,45,45,40,25,25,25,Avg,0,0
12294,CF,DANIEL IBARRA,TOR,AAA,01/19/1992,R,2.0 Stars,2.0 Stars,Normal,45,40,50,50,45,25,60,70,70,V.High,2014,32
9781,C,ROBERT IRVINE,-,-,01/20/1992,R,2.0 Stars,2.0 Stars,Normal,40,45,45,45,45,50,65,60,60,V.High,2013,31
11375,3B,Onfrio Corticelli,STU,MLB,02/13/1992,R,2.5 Stars,2.5 Stars,Normal,50,55,45,45,45,60,30,35,20,High,2012,18
10299,1B,Ezio Auditore da Firenze,HON,AAA,02/13/1992,R,2.0 Stars,2.0 Stars,Normal,45,45,45,50,50,45,35,55,30,High,0,0
10304,LF,Jesus Andrade,-,-,02/19/1992,S,2.0 Stars,2.0 Stars,Fragile,45,50,45,45,30,50,45,65,60,V.High,0,0
10016,SS,OMAR GARCIA,VAN,AAA,02/23/1992,R,2.0 Stars,2.0 Stars,Normal,45,55,40,30,50,75,20,45,25,V.High,2010,149
9751,2B,DYLAN WEAVER,DEN,AAA,02/24/1992,S,2.5 Stars,2.5 Stars,Fragile,55,50,50,50,65,45,20,50,25,V.High,2010,9
16904,1B,Mark Coons,DEN,AAA,02/27/1992,L,2.5 Stars,2.5 Stars,Durable,55,45,45,65,55,30,25,25,20,High,0,0
11498,RF,JOSUÉ MURAYAMA,-,-,03/10/1992,L,2.0 Stars,2.0 Stars,Normal,45,45,50,40,40,50,45,45,35,V.High,2014,101
10108,RF,Jayden Hampton,-,-,03/15/1992,S,2.0 Stars,2.0 Stars,Normal,50,50,55,50,55,50,25,45,40,V.High,2011,96
12288,3B,GARY COLES,STU,AAA,03/30/1992,R,2.5 Stars,2.5 Stars,Normal,50,50,50,50,40,50,50,55,50,V.High,2014,19
10331,2B,Cain Bullock,CAL,AAA,04/06/1992,R,2.0 Stars,2.0 Stars,Wrecked,40,45,35,50,45,50,20,35,20,V.High,0,0
12269,C,JOSE TORRES,SMT,AAA,04/12/1992,R,2.5 Stars,2.5 Stars,Normal,45,45,45,50,50,45,35,25,25,V.High,2013,35
10136,LF,Brian Parker,-,-,04/15/1992,L,2.0 Stars,2.0 Stars,Iron Man,55,50,55,55,45,45,45,65,50,V.High,2011,36
11496,LF,IVAN MARICIC,GAL,AAA,04/17/1992,R,2.0 Stars,2.0 Stars,Normal,50,50,50,50,50,50,40,35,30,V.High,2014,138
12290,SS,Hilel bin Murtadhy,CAL,MLB,04/25/1992,L,2.5 Stars,2.5 Stars,Normal,45,50,50,45,35,55,55,70,60,V.High,2014,8
10195,3B,Pete Ewart,TOR,AAA,04/26/1992,R,2.5 Stars,2.5 Stars,Iron Man,55,45,45,50,45,40,20,30,20,V.High,2011,43
10197,LF,Tony Dorival,CAL,MLB,04/28/1992,S,2.5 Stars,2.5 Stars,Normal,45,50,50,50,45,55,40,50,50,V.High,2011,70
10153,C,JASON DILLON,HAV,MLB,05/08/1992,R,2.0 Stars,2.0 Stars,Normal,50,50,30,30,45,45,25,20,20,V.High,2014,80
9605,LF,Janos von Neumann,GAL,MLB,05/26/1992,R,4.5 Stars,4.5 Stars,Iron Man,80,80,80,45,55,80,80,80,75,V.High,2010,1
11495,LF,ROMEU LIRA,-,-,05/29/1992,L,2.0 Stars,2.0 Stars,Normal,45,50,55,30,40,60,60,65,50,V.High,2014,114
9756,2B,JOE ELLIOTT,LON,MLB,05/30/1992,R,2.5 Stars,2.5 Stars,Normal,50,50,50,50,55,60,35,70,35,High,2013,87
9598,2B,JUSTIN SOLOMON,TOR,MLB,05/31/1992,R,3.0 Stars,3.0 Stars,Fragile,50,55,50,50,50,55,30,45,20,V.High,2010,101
10112,1B,Lance Lows,-,-,06/06/1992,R,2.0 Stars,2.0 Stars,Durable,50,45,40,55,50,45,25,40,25,V.High,2011,35
10105,3B,Mark Rickens,CLE,AAA,06/08/1992,R,2.0 Stars,2.5 Stars,Normal,50,55,55,55,45,55,20,35,35,V.High,2011,3
11721,C,DANNY PEREZ,-,-,06/14/1992,R,1.5 Stars,1.5 Stars,Normal,50,40,45,45,40,25,20,30,25,V.High,2014,216
11724,1B,LJUBA DAVIDOVIC,CAL,MLB,06/22/1992,L,2.5 Stars,2.5 Stars,Normal,50,55,55,50,45,65,30,30,25,High,2014,90
9777,CF,CASEY HARRIS,CUR,AAA,06/28/1992,S,2.0 Stars,2.0 Stars,Iron Man,45,40,35,30,55,40,35,65,35,V.High,2010,76
10280,C,Alberto Bernal,CAL,AAA,07/07/1992,R,2.0 Stars,2.0 Stars,Normal,50,50,40,35,40,50,30,25,30,High,0,0
10086,2B,Travis Bazzana,LDN,MLB,07/08/1992,R,2.0 Stars,2.0 Stars,Normal,50,45,50,45,50,40,50,70,55,V.High,2011,66
9586,2B,ADRIAN LUCERO,-,-,07/14/1992,R,2.0 Stars,2.0 Stars,Fragile,40,50,45,35,55,65,45,65,45,V.High,2011,166
10181,SS,Art Vandelay,DUB,MLB,07/16/1992,S,2.5 Stars,2.5 Stars,Normal,50,65,50,35,50,80,60,70,65,V.High,2011,65
10352,C,Ramão Barbalho,NKO,AAA,07/16/1992,R,2.0 Stars,2.0 Stars,Durable,30,40,40,45,70,45,20,30,25,V.High,0,0
9615,1B,JAIME TAVARES,-,-,07/26/1992,R,2.0 Stars,2.0 Stars,Normal,50,45,35,55,50,45,30,20,20,V.High,2010,168
9620,LF,MIKE BLANCHARD,DEN,MLB,08/12/1992,R,2.5 Stars,2.5 Stars,Iron Man,45,50,50,50,50,55,45,70,55,Avg,2010,41
11855,3B,Stéphane Barbe,TOR,AAA,08/15/1992,R,2.0 Stars,2.0 Stars,Durable,55,55,45,40,50,60,30,45,45,V.High,0,0
10161,RF,Tommy Babcock,AMS,MLB,09/07/1992,R,2.5 Stars,2.5 Stars,Normal,55,55,55,50,45,50,45,70,65,V.High,2011,33
11553,SS,Jason Carranza,DEN,MLB,09/13/1992,R,2.5 Stars,2.5 Stars,Normal,50,55,45,45,30,55,30,50,40,V.High,2014,16
10462,CF,Rob Fookes,LAP,MLB,09/20/1992,L,2.5 Stars,2.5 Stars,Iron Man,45,60,55,30,50,80,55,75,45,V.High,0,0
10091,2B,Karsyn Santa Ana,HON,AAA,09/22/1992,L,2.0 Stars,2.0 Stars,Normal,60,55,50,35,40,50,50,65,45,High,2011,94
10115,DH,Mark Kolbo,AMS,MLB,09/29/1992,R,2.5 Stars,2.5 Stars,Normal,65,60,75,50,45,55,45,65,60,V.High,2011,46
11707,SS,CARLOS VASQUEZ,GAL,MLB,10/04/1992,S,2.5 Stars,2.5 Stars,Normal,50,50,50,40,40,50,45,55,50,V.High,2014,47
12286,2B,Luke Scott,VAN,MLB,10/09/1992,S,2.5 Stars,2.5 Stars,Normal,50,50,50,40,40,50,60,55,50,High,2014,10
11551,2B,ANDY SIMPSON,-,-,10/12/1992,R,2.0 Stars,2.0 Stars,Normal,45,45,55,45,50,50,35,30,25,V.High,2014,108
10180,CF,Eric Zeigler,NKO,AAA,10/14/1992,L,2.0 Stars,2.0 Stars,Normal,50,50,60,45,45,50,60,80,60,V.High,2011,114
11510,1B,STEWART HOUSTON,DUB,AAA,10/18/1992,R,2.5 Stars,2.5 Stars,Normal,45,50,50,55,35,60,25,25,20,High,2014,45
10085,RF,Nate Fox,CUR,AAA,10/22/1992,R,2.0 Stars,2.0 Stars,Normal,50,45,50,55,45,45,50,55,50,High,2011,6
12332,3B,Dragutin Jigovic,LDN,AAA,11/06/1992,R,2.0 Stars,2.0 Stars,Normal,50,50,50,45,45,50,40,35,35,V.High,2015,62
10122,C,Cameron Finch,DUB,MLB,11/21/1992,R,3.5 Stars,3.5 Stars,Iron Man,45,50,45,65,55,60,25,25,20,V.High,2011,60
10498,RF,Danny Fernandez,-,-,12/06/1992,L,2.0 Stars,2.0 Stars,Normal,40,45,45,55,45,50,25,30,25,V.High,0,0
10527,C,Dave Antle,CLE,MLB,12/07/1992,R,2.5 Stars,2.5 Stars,Normal,55,55,45,45,35,55,30,55,35,V.High,0,0
12351,SS,Naofumi Shimizu,CUR,MLB,12/21/1992,S,2.5 Stars,2.5 Stars,Normal,45,50,50,35,40,55,65,65,65,V.High,2015,15
10471,C,Ewan Blackburn,CUR,MLB,12/25/1992,R,3.0 Stars,3.0 Stars,Normal,45,45,40,50,45,45,25,40,30,V.High,0,0
10544,1B,Joel Rivera,RME,MLB,01/12/1993,L,2.5 Stars,2.5 Stars,Normal,65,50,50,60,50,45,30,40,40,V.High,0,0
10129,SS,Ricardo Rodriguez,RME,MLB,01/14/1993,R,2.5 Stars,2.5 Stars,Normal,50,50,50,50,35,55,55,80,75,V.High,2011,4
16187,2B,Luis Gaytan,-,-,01/18/1993,R,2.0 Stars,2.0 Stars,Normal,50,50,45,40,50,50,45,35,30,V.High,0,0
11482,C,MIN-JUN SONG,CAL,AAA,01/20/1993,L,2.0 Stars,2.0 Stars,Normal,45,45,50,50,45,45,25,30,30,V.High,2014,125
10484,SS,Al Connel,NKO,AAA,01/20/1993,L,2.0 Stars,2.0 Stars,Fragile,45,50,55,50,40,50,50,65,55,V.High,0,0
11715,RF,ZEFERINO IDANHA,-,-,01/22/1993,R,2.0 Stars,2.0 Stars,Normal,45,45,50,45,45,50,45,50,55,V.High,2014,53
11708,2B,JOE ROSE,LDN,AAA,01/25/1993,L,2.0 Stars,2.0 Stars,Normal,50,50,45,45,45,50,60,70,60,High,2014,43
14325,CF,Gabe Saucedo,CAL,AAA,02/01/1993,R,2.0 Stars,2.0 Stars,Normal,50,45,60,55,55,30,45,35,35,High,0,0
10117,C,Aaron Williams,CLE,MLB,02/02/1993,R,2.5 Stars,2.5 Stars,Iron Man,50,55,55,55,55,55,25,30,25,V.High,2011,8
12926,SS,COLIN BIRD,RME,AAA,02/13/1993,R,2.0 Stars,2.0 Stars,Normal,45,50,50,45,45,55,35,35,35,Avg,2015,92
10109,C,Andy Hernandez,TOK,AAA,02/17/1993,R,2.5 Stars,2.5 Stars,Iron Man,30,35,30,65,45,40,20,30,30,High,2011,181
10126,LF,Laurent Fisher,RME,MLB,02/19/1993,R,2.5 Stars,2.5 Stars,Normal,55,60,50,45,55,60,20,25,20,High,2011,162
10148,3B,Dennis Kirby,-,-,02/24/1993,R,1.5 Stars,1.5 Stars,Normal,40,40,40,50,45,40,25,40,20,V.High,2011,108
10191,2B,Chris Mullinax,-,-,02/26/1993,L,2.0 Stars,2.0 Stars,Fragile,45,45,55,30,50,50,50,70,50,V.High,2012,141
10362,C,Jesse Simpson,-,-,03/04/1993,R,2.0 Stars,2.0 Stars,Durable,50,45,45,50,45,45,20,25,25,V.High,2012,74
10520,CF,Hyung-jin Kim,-,-,03/09/1993,L,1.5 Stars,1.5 Stars,Normal,45,45,50,45,40,45,30,70,35,V.High,0,0
10390,3B,Dave Alexander,-,-,03/11/1993,R,1.5 Stars,1.5 Stars,Normal,50,45,40,35,45,45,35,35,40,V.High,2012,184
10176,1B,Bengie Smith,-,-,03/19/1993,R,2.5 Stars,2.5 Stars,Normal,50,50,50,50,50,50,35,50,25,V.High,2011,24
12331,LF,William Tovar,RME,AAA,03/22/1993,S,2.0 Stars,2.0 Stars,Normal,50,50,50,45,40,55,60,70,65,High,2015,23
12330,1B,STEVE IRWIN,LON,AAA,04/02/1993,R,2.5 Stars,2.5 Stars,Normal,60,55,50,55,45,55,30,40,35,V.High,2015,90
10121,3B,Joe Richardson,-,-,04/03/1993,R,2.0 Stars,2.0 Stars,Normal,35,40,35,50,50,40,65,45,70,V.High,2011,5
10869,LF,Jorge Contreras,GAL,AAA,04/04/1993,R,2.5 Stars,2.5 Stars,Normal,50,50,45,55,45,50,30,30,35,V.High,2012,97
10389,CF,Matt Van Horn,-,-,04/05/1993,L,1.5 Stars,1.5 Stars,Durable,50,45,40,25,40,40,60,70,60,V.High,2012,29
12922,RF,CURT BOOTH,LDN,AAA,04/13/1993,S,2.0 Stars,2.0 Stars,Durable,45,45,45,45,35,45,60,55,50,High,2015,142
13188,2B,MILOS MACURA,-,-,04/17/1993,R,1.5 Stars,1.5 Stars,Normal,40,45,45,45,40,45,20,25,35,V.High,2016,187
10418,DH,Bret Hart,AMS,AAA,04/18/1993,R,2.5 Stars,2.5 Stars,Durable,50,50,45,55,50,50,70,70,60,V.High,2011,30
11874,2B,Bill Elliott,STU,MLB,04/22/1993,R,2.5 Stars,2.5 Stars,Normal,45,50,40,30,45,65,65,60,60,High,0,0
10559,LF,Sumiya Oda,CAL,AA,04/24/1993,L,2.0 Stars,2.0 Stars,Normal,40,45,45,60,55,50,50,70,40,High,0,0
10111,LF,STEVE FORSLUND,-,-,05/04/1993,R,2.0 Stars,2.0 Stars,Fragile,55,55,40,45,50,50,35,50,20,V.High,2014,107
10380,SS,Henry Skrimshander,ADE,MLB,05/08/1993,S,3.0 Stars,3.0 Stars,Normal,55,60,50,50,50,60,25,60,25,V.High,2012,14
10404,2B,Chris Hendricks,NKO,AAA,05/10/1993,R,2.0 Stars,2.0 Stars,Normal,35,45,40,50,55,50,45,60,50,High,2012,116
12325,C,ANTONIO ESCOBAR,DEN,MLB,05/10/1993,S,2.5 Stars,2.5 Stars,Durable,50,50,45,55,50,50,25,20,20,V.High,2015,135
10650,RF,Diego Torres,-,-,05/13/1993,L,1.5 Stars,2.0 Stars,Durable,45,45,45,45,40,45,30,50,40,V.High,0,0
10647,C,Russ Winsor,SMT,MLB,06/08/1993,S,2.5 Stars,2.5 Stars,Normal,40,45,40,50,45,55,20,30,25,High,0,0
10488,CF,Ron Jacobs,DUB,MLB,06/12/1993,R,2.0 Stars,2.0 Stars,Normal,45,50,50,50,50,55,50,75,70,V.High,0,0
12532,2B,Saleem bin Fakhir,-,-,06/16/1993,R,2.0 Stars,2.0 Stars,Normal,25,45,40,25,50,55,35,45,45,V.High,0,0
11720,3B,ALFREDO BRODER,TOK,AAA,06/20/1993,R,2.0 Stars,2.5 Stars,Normal,50,50,50,55,50,50,30,50,50,V.High,2014,6
10513,LF,Jorge Lopez,RME,AAA,06/23/1993,L,2.0 Stars,2.0 Stars,Iron Man,45,45,65,55,45,50,45,35,50,High,0,0
10529,CF,Odwin de Heer,-,-,07/07/1993,R,2.0 Stars,2.0 Stars,Fragile,45,45,55,35,50,50,60,75,70,V.High,0,0
10490,CF,Dave Pineda,RME,MLB,07/21/1993,R,2.5 Stars,2.5 Stars,Fragile,50,50,55,50,45,50,65,45,65,V.High,0,0
10510,3B,Brodie Donoghue,-,-,07/30/1993,R,2.0 Stars,2.0 Stars,Normal,45,45,45,50,55,45,25,45,30,V.High,0,0
13178,LF,GABE SPENCER,NKO,AA,08/03/1993,R,2.0 Stars,2.0 Stars,Normal,45,50,50,50,45,50,40,55,60,High,2016,174
10651,CF,Ger Cremers,HAV,MLB,08/05/1993,S,2.5 Stars,2.5 Stars,Normal,50,50,45,30,50,50,65,75,65,V.High,0,0
10876,RF,Steve Burkhart,-,-,08/09/1993,L,2.0 Stars,2.0 Stars,Normal,55,50,50,45,45,45,50,70,65,V.High,2012,19
10849,1B,Luis de la Cruz,LDN,MLB,08/21/1993,R,3.5 Stars,4.0 Stars,Durable,55,50,55,80,55,45,25,35,30,V.High,2012,2
10127,C,MIKE MESAROS,-,-,08/24/1993,R,2.0 Stars,2.0 Stars,Normal,55,50,30,50,45,45,20,20,20,V.High,2014,164
10135,RF,Felix Perez,GAL,MLB,09/03/1993,L,2.5 Stars,2.5 Stars,Fragile,50,65,55,40,55,80,60,70,65,High,2011,67
10543,1B,Bill Burtin,STU,MLB,09/19/1993,R,3.0 Stars,3.0 Stars,Normal,50,55,50,75,45,65,30,35,30,V.High,0,0
10368,SS,Matt Stec,HON,AAA,09/21/1993,R,2.0 Stars,2.0 Stars,Normal,45,45,50,35,40,50,70,75,70,V.High,2012,102
10689,LF,Tango Miyahara,SMT,AAA,09/23/1993,R,2.0 Stars,2.5 Stars,Normal,45,55,65,40,50,70,35,75,30,V.High,0,0
12304,CF,TELMA KOJIMA,SMT,AAA,09/25/1993,L,2.0 Stars,2.0 Stars,Normal,50,45,50,50,45,45,65,55,45,V.High,2015,87
10494,1B,Arnaldo Camoesas,CAL,MLB,09/28/1993,L,2.5 Stars,2.5 Stars,Normal,55,65,55,40,50,70,25,55,25,V.High,0,0
12360,C,RAUL DURAN,VAN,MLB,10/12/1993,R,2.5 Stars,2.5 Stars,Normal,55,50,50,60,50,50,20,25,20,V.High,2015,88
12917,3B,ALAN CHAPMAN,CLE,MLB,10/13/1993,R,2.5 Stars,2.5 Stars,Fragile,50,50,45,45,45,50,40,45,50,V.High,2015,103
10670,RF,Ricky Castillo,TOR,AAA,10/13/1993,R,1.5 Stars,1.5 Stars,Normal,40,45,35,30,40,50,35,55,55,High,0,0
12525,2B,Ommar bin Tariq,ADE,AAA,10/15/1993,R,2.0 Stars,2.0 Stars,Normal,45,50,40,30,50,55,55,50,45,High,0,0
10738,SS,Theo Dittmann,CLE,MLB,10/17/1993,R,2.5 Stars,2.5 Stars,Normal,40,45,45,50,50,50,30,50,25,V.High,0,0
10729,CF,Carlos Otero,-,-,10/24/1993,R,2.0 Stars,2.0 Stars,Iron Man,40,40,45,55,45,40,60,65,60,V.High,0,0
10540,LF,Tiburcio Yamamoto,CAL,AA,10/27/1993,L,2.0 Stars,2.0 Stars,Durable,45,45,45,45,45,45,45,55,45,Avg,0,0
10819,C,Lance Corti,ADE,AA,10/27/1993,R,2.0 Stars,2.0 Stars,Durable,40,40,35,40,40,40,20,25,20,High,2012,73
10866,LF,George Toth,NKO,AA,11/04/1993,R,2.0 Stars,2.5 Stars,Normal,45,45,50,55,65,50,40,70,45,V.High,2012,139
10570,2B,Luis Castillo,LDN,AA,11/11/1993,S,1.5 Stars,1.5 Stars,Normal,40,40,40,30,50,40,45,65,45,V.High,2012,167
12972,C,MARIO GONZALEZ,RME,MLB,11/12/1993,R,2.0 Stars,2.0 Stars,Normal,50,50,45,50,40,50,25,20,25,V.High,2016,100
10509,2B,Pedre Puig,RME,AAA,11/14/1993,R,2.0 Stars,2.0 Stars,Durable,50,50,40,30,40,50,35,45,40,High,0,0
17551,LF,JUSTIN MUSGROVE,CAL,AAA,11/24/1993,R,2.0 Stars,2.5 Stars,Normal,50,55,45,55,40,55,30,35,35,Avg,0,0
13289,CF,Mike Wildeboer,HON,AAA,12/04/1993,R,2.0 Stars,2.0 Stars,Normal,45,50,60,45,40,50,60,70,65,V.High,2017,110
10393,CF,Danny Hass,-,-,12/09/1993,R,2.0 Stars,2.0 Stars,Normal,45,50,45,35,65,55,60,75,55,V.High,2012,220
10435,C,Matt DeLand,-,-,12/09/1993,L,2.0 Stars,2.0 Stars,Normal,45,45,35,45,45,45,25,30,20,V.High,2012,142
10364,C,Steve Ritchotte,AMS,MLB,12/15/1993,R,2.5 Stars,2.5 Stars,Normal,45,45,40,50,45,50,25,25,30,High,2012,45
13268,CF,Nate Carter,LDN,AAA,12/18/1993,R,2.0 Stars,2.0 Stars,Normal,50,50,60,45,40,50,60,70,65,High,2017,86
13230,2B,Byung-hee Kim,HAV,AAA,12/19/1993,R,2.0 Stars,2.0 Stars,Normal,45,45,55,45,40,50,60,70,65,Avg,2017,96
12992,C,ANGELO MENDEZ,SMT,AAA,12/22/1993,R,1.5 Stars,2.0 Stars,Normal,50,40,40,50,50,30,25,30,30,Low,2016,171
12973,C,MUHSIN BIN SADAQAT,-,-,12/24/1993,R,2.0 Stars,2.0 Stars,Normal,45,45,50,50,45,50,35,45,35,V.High,2016,76
17532,2B,Hyung-jin Kim,CAL,AAA,12/30/1993,R,2.5 Stars,2.5 Stars,Normal,50,60,45,40,40,70,35,70,80,Avg,0,0
10424,CF,Blake Dyke,DUB,AAA,12/30/1993,R,2.0 Stars,2.0 Stars,Normal,50,45,50,50,45,40,70,70,75,V.High,2012,1
10448,LF,Willie Sanchez,CUR,MLB,01/02/1994,L,2.5 Stars,2.5 Stars,Durable,55,55,60,45,50,55,65,70,70,V.High,2012,112
13280,LF,Jong-hoo Kim,-,-,01/02/1994,L,1.5 Stars,1.5 Stars,Normal,50,45,40,45,45,45,30,25,20,V.High,2017,241
11243,3B,Jordan Walker,VAN,AAA,01/03/1994,R,2.0 Stars,2.0 Stars,Normal,45,45,55,45,50,45,50,55,50,High,0,0
10649,1B,Sakan Kaneshiro,-,-,01/03/1994,R,1.5 Stars,2.0 Stars,Normal,40,45,45,45,40,50,30,55,30,V.High,0,0
12944,2B,CLIVE NAYLOR,CAL,AA,01/10/1994,R,2.0 Stars,2.0 Stars,Normal,50,45,55,50,40,45,55,50,45,High,2016,37
10398,3B,Bill Johnson,TOR,MLB,01/10/1994,R,3.0 Stars,3.0 Stars,Fragile,65,60,55,45,45,55,75,80,55,V.High,2012,10
10875,CF,Neil Harvey,LAP,MLB,01/13/1994,R,2.5 Stars,2.5 Stars,Fragile,55,55,55,50,50,50,40,70,55,High,2012,80
10736,3B,Lester McLean,-,-,01/23/1994,R,1.5 Stars,2.0 Stars,Normal,40,45,45,50,50,50,30,40,30,V.High,0,0
10363,CF,Tom Craig,DEN,MLB,01/23/1994,L,2.5 Stars,2.5 Stars,Normal,50,50,50,50,45,50,65,80,70,V.High,2012,37
10824,SS,Justin Ratka,-,-,01/24/1994,R,2.0 Stars,2.0 Stars,Durable,45,50,45,35,45,60,45,55,40,V.High,2012,64
