ID,RL,Name,ORG,Lev,DOB,OVR,POT,LEA,LOY,AD,FIN,WE,INT,Type,Prone,HSC,STU P,CON P,PBABIP P,HRR P,FBP,CHP,CBP,SLP,SIP,SPP,CTP,FOP,CCP,SCP,KCP,KNP,G/F,VT,PT,STM,Sct,SctAcc,Draft,OA Pick
12690,SP,Cássio Esqueira,GAL,AA,11/17/1996,1.5 Stars,2.0 Stars,N,L,L,H,N,N,Normal,Fragile,-,45,25,40,45,80,40,-,-,45,-,-,-,-,-,-,-,FB,98-100,Power,55,Jul. 24th   2021,V.High,0,0
15585,RP,Jonas Feitor,-,-,02/18/1998,1.5 Stars,1.5 Stars,L,L,N,H,L,L,Unknown,Normal,-,35,50,45,50,35,-,35,-,-,-,40,-,-,-,-,-,NEU,88-90,Normal,30,Mar. 16th   2021,V.High,0,0
15184,SP,Jesus Fernandez,-,-,01/06/2001,0.5 Stars,1.5 Stars,L,L,N,H,N,N,Selfish,Normal,-,45,30,40,45,45,40,45,-,45,-,-,40,-,-,-,-,NEU,91-93,Finesse,40,Jul. 7th   2021,V.High,0,0
14216,SP,Lucan Ferraris,-,-,06/22/1999,1.5 Stars,2.0 Stars,L,L,N,H,N,N,Selfish,Normal,-,45,40,40,50,45,-,-,-,50,-,50,-,-,-,-,-,NEU,90-92,Finesse,35,Mar. 13th   2021,V.High,0,0
10625,SP,DEAN FLESCH,-,-,03/01/1995,1.5 Stars,1.5 Stars,L,N,L,H,L,L,Unmotivated,Normal,-,50,30,45,30,75,-,-,60,55,-,-,-,-,-,-,-,EX FB,95-97,Normal,40,Mar. 8th   2021,V.High,2013,150
12911,SP,DAVE FLORES,DEN,AA,10/24/1996,1.5 Stars,2.0 Stars,L,L,N,H,L,N,Selfish,Normal,-,35,55,45,40,40,35,-,35,-,-,40,-,-,-,-,-,EX FB,89-91,Finesse,60,Jun. 5th   2021,V.High,2015,214
13335,SP,Jesus Flores,DUB,AA,06/19/1998,1.5 Stars,2.0 Stars,N,N,N,H,N,N,Unknown,Normal,-,50,50,45,40,80,50,-,-,-,35,-,-,-,-,-,-,NEU,97-99,Power,45,Jun. 6th   2021,High,2021,179
10821,SP,Kevin Floyd,CAL,MLB,04/27/1990,2.5 Stars,2.5 Stars,L,L,N,H,N,N,Selfish,Fragile,-,45,40,55,50,60,50,55,45,-,-,-,-,-,-,-,-,NEU,94-96,Normal,65,Jul. 27th   2021,V.High,2012,23
16323,CL,Tim Foley,-,-,02/08/2003,1.5 Stars,3.5 Stars,N,N,H,H,N,N,Unknown,Normal,HS Senior,80,45,50,65,80,-,-,80,-,-,-,-,-,-,-,-,NEU,100+,Power,35,Jul. 18th   2021,V.High,0,0
17675,RP,Henry Ford,-,-,06/09/2005,1.5 Stars,2.0 Stars,N,N,N,H,N,N,Unknown,Fragile,HS Sophomore,50,50,50,50,65,-,55,-,-,-,-,-,-,-,-,-,NEU,95-97,Normal,40,Jul. 20th   2021,High,0,0
12620,SP,Rex Fouracre,HAV,AAA,02/24/1997,2.0 Stars,2.0 Stars,L,N,L,H,L,L,Unmotivated,Durable,-,45,50,40,50,45,45,-,45,45,-,-,-,-,-,-,-,NEU,92-94,Normal,45,Jul. 20th   2021,V.High,0,0
10113,SP,RYAN FREITAS,-,-,07/23/1992,2.0 Stars,2.0 Stars,N,N,N,H,N,N,Normal,Normal,-,50,35,50,45,55,45,-,-,-,35,50,50,-,-,-,-,NEU,95-97,Power,35,Jul. 11th   2021,V.High,2011,11
15553,SP,Keiran Frew,-,-,06/15/1997,1.5 Stars,1.5 Stars,N,N,N,H,N,N,Normal,Normal,-,45,30,45,45,50,50,-,-,-,-,50,-,-,-,-,-,FB,91-93,Normal,35,Mar. 13th   2021,V.High,0,0
12956,RP,CLARROS FRONTOURA,CAL,MLB,10/20/1994,2.0 Stars,2.0 Stars,N,L,N,H,N,N,Prankster,Normal,-,50,45,45,40,60,-,50,-,-,-,-,-,-,-,-,-,FB,95-97,Power,45,Jul. 23rd   2021,V.High,2017,173
15518,RP,Nobuya Fujimura,-,-,09/06/2002,0.5 Stars,1.5 Stars,L,L,L,H,N,N,Unknown,Normal,JuCo Freshman,40,45,45,45,40,40,-,-,40,-,35,-,-,-,-,-,NEU,90-92,Normal,35,Mar. 13th   2021,High,0,0
10100,SP,Andy Gallivan,-,-,08/28/1993,2.0 Stars,2.0 Stars,L,L,N,H,L,N,Disruptive,Fragile,-,40,45,45,50,-,45,-,50,-,-,45,-,-,-,-,-,NEU,93-95,Normal,50,Feb. 28th   2021,V.High,2011,134
13711,RP,Cruz Gamez,CUR,A,05/10/1998,2.0 Stars,2.0 Stars,N,L,N,H,N,N,Normal,Fragile,-,40,45,40,50,40,40,-,-,40,45,-,-,-,-,-,-,GB,92-94,GB'er,60,Aug. 14th   2021,V.High,0,0
12763,SP,Armando Garcia,DUB,MLB,01/17/1997,2.5 Stars,2.5 Stars,N,N,N,H,H,H,Normal,Fragile,-,50,55,45,50,70,50,-,-,50,-,-,-,-,-,-,-,GB,96-98,Power,40,Aug. 6th   2021,V.High,0,0
10726,SP,Luis Garcia,LAP,MLB,10/25/1994,3.0 Stars,3.0 Stars,N,N,H,H,N,N,Normal,Normal,-,50,50,55,50,65,-,45,-,50,45,-,-,-,-,-,-,GB,97-99,Power,55,Jul. 21st   2021,V.High,0,0
17066,SP,Manny Garcia,STU,INT,09/26/2003,1.0 Stars,2.5 Stars,N,N,N,H,N,N,Unknown,Durable,-,55,50,40,50,45,65,-,-,-,-,-,-,-,-,75,-,NEU,89-91,Normal,65,Aug. 7th   2021,High,0,0
16484,RP,Tony Garcia,-,-,02/09/2002,0.5 Stars,1.5 Stars,H,N,N,H,N,N,Unknown,Normal,-,55,25,45,45,75,60,-,-,-,-,-,-,-,-,-,-,FB,95-97,Normal,30,Aug. 6th   2021,V.High,0,0
12326,SP,JOEY GARDNER,STU,AA,09/27/1996,1.5 Stars,2.0 Stars,L,L,N,H,N,N,Selfish,Normal,-,45,35,45,40,55,40,-,55,-,45,-,-,-,-,-,-,FB,95-97,Normal,50,Jul. 12th   2021,High,2018,60
14727,SP,Jesus Garza,SMT,A,08/15/1999,1.5 Stars,1.5 Stars,L,L,H,H,N,N,Selfish,Durable,-,40,40,35,40,-,40,45,-,-,-,40,-,-,-,-,-,NEU,89-91,Finesse,35,Jun. 22nd   2021,High,0,0
16547,SP,Douglas George,-,-,08/13/2003,1.0 Stars,3.0 Stars,L,H,H,H,N,L,Unknown,Normal,HS Senior,65,45,45,55,60,75,45,-,75,-,-,-,-,-,-,-,NEU,92-94,Normal,55,Jun. 15th   2021,High,0,0
16551,RP,Hiroaki Georgeon,-,-,01/10/2004,1.5 Stars,2.0 Stars,N,N,N,H,N,N,Unknown,Normal,HS Senior,45,55,45,55,45,55,-,-,-,-,-,-,-,-,-,-,NEU,90-92,Normal,30,Aug. 19th   2021,High,0,0
17403,SP,Samuel Gilleland,GAL,INT,10/11/2003,0.5 Stars,1.5 Stars,N,N,N,H,N,N,Unknown,Normal,-,35,30,45,45,35,40,30,35,-,35,-,-,-,-,35,-,EX FB,89-91,Normal,55,Aug. 10th   2021,High,0,0
15989,SP,Danny Girard,DEN,A,09/23/2001,1.0 Stars,1.5 Stars,N,N,N,H,N,N,Unknown,Normal,-,40,40,40,30,40,35,45,45,-,45,-,-,-,-,40,-,EX FB,89-91,Normal,50,May 23rd   2021,Avg,0,0
12211,SP,Scott Goble,-,-,02/24/1996,1.5 Stars,2.0 Stars,L,N,L,H,L,L,Unmotivated,Durable,-,50,45,45,45,65,55,-,65,-,-,60,-,-,-,-,-,EX FB,94-96,Normal,65,Mar. 1st   2021,V.High,0,0
15012,RP,Manuel Gonzalez,-,-,06/09/1997,1.5 Stars,2.0 Stars,N,L,N,H,N,N,Normal,Normal,-,40,45,35,45,35,35,-,-,40,-,30,-,-,-,-,-,NEU,88-90,Finesse,70,Mar. 13th   2021,V.High,2020,237
17357,SP,Vladimir Govedarica,VAN,INT,01/20/2004,0.5 Stars,2.0 Stars,N,N,N,H,N,N,Unknown,Normal,-,45,40,45,45,50,50,-,-,55,-,-,-,-,-,-,-,NEU,92-94,Normal,60,Jul. 9th   2021,Avg,0,0
15712,SP,Rex Grenfell,SMT,AA,04/08/2003,1.0 Stars,2.5 Stars,L,L,H,H,L,N,Unknown,Normal,-,55,50,45,50,80,-,-,80,65,-,-,-,-,-,-,-,NEU,98-100,Normal,50,Jun. 29th   2021,High,2021,39
9081,RP,BRETT GRINE,DUB,AAA,11/03/1989,2.0 Stars,2.0 Stars,N,N,H,H,H,N,Sparkplug,Iron Man,-,50,40,50,40,55,-,-,-,-,-,50,-,-,-,-,-,GB,93-95,GB'er,50,Aug. 15th   2021,V.High,2008,50
17523,SP,Jack Groenenboom,VAN,INT,04/23/2004,0.5 Stars,2.0 Stars,L,L,N,H,N,L,Unknown,Normal,-,45,40,45,40,50,45,-,-,-,50,-,-,-,-,-,-,FB,93-95,Normal,50,Aug. 18th   2021,High,0,0
14871,RP,Hayden Guerin,-,-,02/02/2000,1.5 Stars,1.5 Stars,L,N,N,H,N,N,Normal,Normal,-,35,50,35,45,35,-,-,35,-,-,-,-,-,-,-,-,GB,90-92,GB'er,30,Mar. 8th   2021,V.High,0,0
16467,SP,Rajko Gvero,-,-,05/02/2003,1.5 Stars,3.0 Stars,N,N,N,H,N,N,Unknown,Normal,HS Senior,75,40,50,60,75,80,-,80,-,-,-,-,-,-,-,-,NEU,93-95,Normal,45,Apr. 3rd   2021,High,0,0
15401,SP,Tonny Hage,ADE,R,10/28/2001,1.5 Stars,2.5 Stars,N,N,H,H,N,N,Unknown,Normal,-,50,55,45,55,50,60,-,55,-,-,-,-,-,-,-,-,NEU,91-93,Finesse,55,Jul. 30th   2021,V.High,0,0
15427,RP,Jonathan Hale,AMS,R,10/13/2001,1.5 Stars,2.0 Stars,L,L,N,H,N,N,Unknown,Normal,-,45,40,45,50,50,45,50,40,-,-,-,-,-,-,-,-,NEU,94-96,Finesse,50,Jun. 21st   2021,Avg,0,0
15638,CL,Brad Hall,HAV,A,03/17/2002,1.5 Stars,3.0 Stars,H,N,N,H,N,N,Unknown,Normal,-,80,50,45,55,80,-,-,80,-,-,-,-,-,-,-,-,NEU,100+,Power,40,Jul. 8th   2021,High,2020,53
13968,RP,Khuzaymah Hamid,CAL,R,01/09/2000,1.5 Stars,2.0 Stars,L,L,L,H,N,L,Unknown,Normal,-,55,45,45,40,80,55,-,-,-,-,-,-,-,-,-,-,EX FB,97-99,Normal,20,Jul. 8th   2021,V.High,2019,212
11517,SP,Ralph Hamilton,HON,MLB,03/03/1995,3.0 Stars,3.0 Stars,N,N,H,H,H,H,Sparkplug,Normal,-,45,60,45,60,45,40,50,50,45,45,-,-,-,-,-,-,EX GB,92-94,GB'er,45,Aug. 11th   2021,V.High,2014,11
7348,SP,JALEN HAMMOND,VAN,MLB,08/09/1985,2.5 Stars,2.5 Stars,L,N,H,H,N,N,Normal,Iron Man,-,55,50,50,45,-,50,-,-,-,70,75,-,-,-,-,-,NEU,94-96,Normal,55,Jul. 19th   2021,V.High,2004,2
13372,RP,Jerry Harkness,-,-,09/28/1998,1.0 Stars,2.0 Stars,N,N,N,H,N,N,Unknown,Normal,CO Senior,50,30,40,45,-,55,-,-,-,-,75,-,-,-,-,-,NEU,94-96,Normal,25,May 16th   2021,V.High,0,0
14586,SP,Rob Harman,DUB,AA,10/19/2000,1.5 Stars,2.5 Stars,N,L,N,H,H,N,Unknown,Fragile,-,50,45,45,65,70,65,-,-,-,40,-,-,-,-,-,-,GB,93-95,GB'er,55,Jul. 26th   2021,V.High,2019,55
11559,RP,ED HAYDON,LDN,AA,10/06/1996,2.0 Stars,2.0 Stars,N,L,L,H,N,N,Normal,Normal,-,60,40,45,45,80,55,75,50,55,-,-,-,-,-,-,-,NEU,96-98,Power,40,Jul. 2nd   2021,V.High,2015,194
14537,RP,Liam Hendricks,ADE,AAA,11/18/1996,2.0 Stars,2.0 Stars,L,L,N,H,N,N,Selfish,Normal,-,50,45,45,50,45,-,50,-,40,-,50,-,-,-,-,-,EX GB,90-92,GB'er,25,Jul. 4th   2021,V.High,2018,20
15278,SP,Roger Heredia,TOK,A,01/10/2001,1.0 Stars,2.5 Stars,N,L,N,H,N,N,Normal,Normal,-,45,60,45,55,50,45,-,45,50,-,-,-,-,-,-,-,FB,93-95,Normal,60,Aug. 7th   2021,V.High,0,0
16862,RP,Alex Hernandez,-,-,12/10/2002,0.5 Stars,1.5 Stars,N,N,L,H,L,N,Unknown,Normal,-,40,30,45,45,40,40,-,-,40,-,-,-,-,-,-,-,EX FB,90-92,Normal,60,Oct. 29th   2020,Avg,0,0
14597,SP,Bernie Hernandez,ADE,R,06/11/2001,1.5 Stars,2.0 Stars,N,N,N,H,N,N,Unknown,Normal,-,55,45,50,40,80,55,-,-,-,-,-,45,-,-,-,-,FB,96-98,Power,65,Aug. 3rd   2021,V.High,2019,146
17024,SP,Gustavo Hernandez,-,-,03/14/2005,1.0 Stars,2.5 Stars,N,L,N,H,N,L,Unknown,Normal,HS Junior,40,55,45,75,-,45,40,40,-,45,40,-,-,-,40,-,GB,92-94,GB'er,65,Jun. 7th   2021,High,0,0
13715,SP,Jorge Hernandez,SMT,AAA,08/31/1998,2.0 Stars,2.5 Stars,L,L,N,H,L,N,Disruptive,Fragile,-,55,50,50,55,65,55,-,65,-,-,70,-,-,40,-,-,NEU,94-96,Normal,45,Jul. 18th   2021,V.High,0,0
10184,RP,Jose Hernandez,NKO,AAA,10/30/1992,2.5 Stars,2.5 Stars,N,H,N,H,N,H,Normal,Normal,-,45,45,50,50,-,45,50,30,45,-,50,-,-,-,-,-,GB,94-96,GB'er,65,Aug. 5th   2021,V.High,2011,17
17021,SP,Mario Hernandez,-,-,07/16/2004,1.0 Stars,3.0 Stars,L,H,N,H,N,H,Unknown,Normal,HS Junior,55,55,50,55,50,70,-,-,-,70,-,-,-,-,-,-,NEU,91-93,Normal,60,Aug. 14th   2021,High,0,0
10506,RP,Marcus Hewitt,VAN,AAA,08/01/1993,2.0 Stars,2.0 Stars,N,N,N,H,N,N,Normal,Normal,-,55,45,45,50,65,55,-,-,50,-,-,-,-,-,-,-,GB,94-96,GB'er,35,Jun. 20th   2021,High,0,0
11996,SP,Sukenobu Hirasawa,-,-,08/18/1995,1.5 Stars,2.0 Stars,L,N,L,H,L,L,Unmotivated,Normal,-,45,40,45,40,70,50,-,45,-,-,-,-,-,-,-,-,NEU,95-97,Normal,60,May 3rd   2021,V.High,0,0
16130,SP,Rio Hodges,-,-,11/14/2001,0.5 Stars,1.5 Stars,L,L,N,H,N,N,Unknown,Normal,-,45,25,45,50,50,-,-,55,-,55,-,-,-,-,-,-,NEU,94-96,Normal,45,May 20th   2021,V.High,0,0
13031,SP,Thomas Hodgkinson,-,-,07/23/1998,1.5 Stars,1.5 Stars,L,L,N,H,N,N,Selfish,Fragile,-,50,20,45,45,60,55,65,-,-,60,-,-,-,-,70,-,FB,96-98,Power,45,Mar. 4th   2021,V.High,2017,138
11083,SP,Remco Hoeksma,GAL,AAA,05/07/1995,2.0 Stars,2.0 Stars,L,L,L,H,N,N,Selfish,Fragile,-,60,50,55,40,65,60,-,-,65,-,-,-,-,-,-,-,FB,93-95,Normal,35,May 25th   2021,High,0,0
17154,SP,Bill Holland,-,-,03/10/2005,1.0 Stars,2.5 Stars,N,N,N,H,N,N,Unknown,Normal,HS Junior,45,60,50,50,50,60,-,-,-,-,55,-,-,-,-,-,NEU,92-94,Normal,55,Jul. 28th   2021,High,0,0
15114,SP,Michael Hopkins,DUB,A,04/26/2001,1.5 Stars,3.5 Stars,L,L,H,H,N,N,Unknown,Normal,-,50,55,45,55,65,65,-,-,70,-,-,-,-,-,-,-,FB,94-96,Finesse,40,Jul. 31st   2021,V.High,2020,36
14095,SP,Conrad Houwers,CAL,A,06/24/1999,1.5 Stars,2.0 Stars,L,L,N,H,N,N,Selfish,Normal,-,55,35,45,55,-,50,55,40,50,60,70,-,-,-,-,-,GB,95-97,GB'er,55,Jul. 29th   2021,V.High,0,0
16453,RP,Jim Howard,-,-,03/25/2004,1.0 Stars,2.0 Stars,L,L,N,H,N,N,Unknown,Durable,HS Senior,65,30,50,50,80,60,-,-,-,-,-,-,-,-,-,-,NEU,100+,Normal,30,Jul. 19th   2021,High,0,0
16574,RP,Eddie Howe,-,-,04/30/2004,0.5 Stars,1.5 Stars,N,N,N,H,H,N,Unknown,Durable,HS Senior,45,30,45,45,45,55,-,35,-,-,-,-,-,-,-,-,EX FB,89-91,Normal,50,Jun. 28th   2021,High,0,0
13360,RP,In Hu,HAV,A,03/25/1999,1.5 Stars,1.5 Stars,N,H,N,H,N,L,Unknown,Normal,-,55,40,40,30,80,-,75,-,-,-,-,-,-,-,-,-,FB,97-99,Power,25,Aug. 3rd   2021,V.High,2021,164
8016,SP,JUSTIN HUGHES,CLE,AAA,05/18/1987,2.0 Stars,2.0 Stars,L,L,N,H,N,N,Selfish,Fragile,-,50,50,50,45,-,55,55,55,-,20,50,-,-,-,60,-,FB,93-95,Normal,50,Aug. 9th   2021,V.High,2006,9
15027,SP,Abdul-Qahhar Imad al Din,STU,R,07/24/2001,1.5 Stars,2.0 Stars,N,H,N,H,N,N,Unknown,Normal,-,45,45,40,45,55,45,50,50,-,-,-,-,-,-,-,-,NEU,94-96,Normal,45,Jul. 23rd   2021,V.High,2019,69
12889,SP,Steven Ivanov,-,-,09/13/1998,1.0 Stars,1.5 Stars,L,L,N,H,N,N,Unknown,Normal,-,45,30,40,30,75,50,-,40,-,-,-,-,-,-,-,-,EX FB,97-99,Power,35,Mar. 15th   2021,V.High,0,0
15320,RP,Corey Jackson,HAV,R,01/16/2001,1.0 Stars,1.5 Stars,N,H,N,H,N,N,Normal,Normal,-,35,45,40,50,-,40,35,35,-,-,35,-,-,-,-,-,FB,91-93,Finesse,40,Jul. 2nd   2021,High,0,0
14603,SP,Cecilio Jacquet,-,-,12/11/2000,1.0 Stars,2.0 Stars,N,L,L,H,L,N,Unknown,Normal,CO Junior,50,35,40,45,80,65,-,45,-,-,-,-,-,-,-,-,NEU,97-99,Power,50,Jun. 24th   2021,V.High,0,0
14357,SP,Seung-hwa Jang,GAL,R,12/28/1999,1.0 Stars,2.0 Stars,N,N,H,H,L,N,Normal,Fragile,-,50,30,40,50,50,55,-,-,55,-,-,-,-,-,-,-,NEU,92-94,Normal,55,Jul. 28th   2021,V.High,0,0
11902,SP,Carsten Janssen,CLE,AAA,04/25/1996,2.0 Stars,2.0 Stars,N,N,N,H,N,L,Normal,Normal,-,55,40,50,55,65,50,-,-,70,-,65,-,-,-,-,-,FB,96-98,Power,45,Jun. 25th   2021,High,0,0
12452,SP,SCOTT JENSEN,HON,AAA,07/21/1997,2.0 Stars,2.0 Stars,H,N,H,H,N,N,Normal,Normal,-,40,50,50,40,45,35,45,-,40,40,-,-,-,-,35,-,NEU,92-94,Normal,40,Jul. 10th   2021,V.High,2016,58
13818,RP,Antonio Jimenez,RME,AA,09/15/1995,1.5 Stars,2.0 Stars,N,N,N,H,N,N,Normal,Fragile,-,55,30,40,55,65,-,-,60,-,-,-,-,-,-,-,-,NEU,93-95,Normal,25,Aug. 17th   2021,V.High,2017,203
16384,SP,Francisco Jiminez,TOR,R,02/01/2002,1.5 Stars,2.5 Stars,N,N,N,H,N,N,Unknown,Fragile,-,40,75,45,50,40,-,-,-,45,-,40,-,-,-,-,-,NEU,90-92,Finesse,55,Aug. 13th   2021,V.High,0,0
16454,SP,Ki-heung Jin,-,-,05/04/2004,0.5 Stars,2.0 Stars,L,N,N,H,N,N,Unknown,Normal,HS Senior,45,50,45,50,50,-,-,-,40,-,55,-,-,-,-,-,FB,91-93,Normal,35,Mar. 18th   2021,Avg,0,0
13067,SP,Chris Johnson,HON,MLB,02/13/1998,2.0 Stars,2.5 Stars,N,N,H,H,N,H,Normal,Fragile,-,45,55,45,70,45,50,45,-,50,-,-,-,-,-,-,-,EX GB,89-91,GB'er,55,Aug. 4th   2021,V.High,2017,4
16775,SP,Elroy Jongejan,CAL,INT,05/23/2003,0.5 Stars,1.5 Stars,N,N,N,H,L,N,Unknown,Normal,-,40,30,45,45,45,45,-,-,-,45,-,-,-,-,-,-,EX FB,90-92,Normal,35,Aug. 23rd   2021,High,0,0
15742,SP,Dong-joo Jung,GAL,R,11/04/2002,1.0 Stars,2.5 Stars,N,H,L,H,L,N,Unknown,Normal,-,55,55,40,45,65,-,65,-,60,45,-,-,-,-,-,-,NEU,94-96,Normal,80,Jul. 27th   2021,V.High,2021,141
17278,SP,Nam-cheol Jung,DEN,INT,07/25/2003,0.5 Stars,1.5 Stars,N,H,N,H,N,N,Unknown,Normal,-,30,45,45,50,35,40,-,-,-,35,-,-,-,-,-,-,NEU,88-90,Normal,45,Jul. 7th   2021,Avg,0,0
16577,SP,Bosko Kadijevic,CLE,INT,02/13/2003,0.5 Stars,1.5 Stars,N,N,L,H,L,N,Unknown,Normal,-,40,25,40,40,45,40,-,50,-,-,-,-,-,-,-,-,FB,93-95,Normal,55,Aug. 3rd   2021,High,0,0
15212,SP,Nebosja Kadijevic,TOR,R,10/07/2000,0.5 Stars,1.5 Stars,L,N,N,H,L,N,Normal,Fragile,-,45,20,40,25,55,45,-,55,-,-,-,-,-,-,-,-,EX FB,94-96,Normal,40,Jun. 9th   2021,High,0,0
17840,SP,Theo Kamphuis,STU,INT,10/23/2004,0.5 Stars,1.5 Stars,L,L,N,H,L,N,Unknown,Normal,-,35,30,45,30,40,45,-,-,-,-,45,-,-,-,-,-,EX FB,88-90,Normal,75,Aug. 23rd   2021,V.High,0,0
15649,SP,Jang-jin Kang,VAN,R,08/11/2001,1.5 Stars,2.5 Stars,N,N,N,H,N,N,Unknown,Normal,-,50,50,45,50,-,65,40,-,-,65,70,-,-,-,-,-,NEU,94-96,Finesse,60,Jul. 30th   2021,V.High,2020,118
14780,SP,Ljuba Karadzic,-,-,07/10/2000,0.5 Stars,1.5 Stars,L,N,N,H,N,N,Normal,Normal,-,55,40,45,20,80,50,-,-,60,-,-,-,-,-,-,-,EX FB,98-100,Power,65,Mar. 10th   2021,V.High,0,0
13395,SP,Tsukasa Kato,RME,A,05/31/1999,1.5 Stars,2.0 Stars,L,L,N,H,N,N,Unknown,Normal,-,45,45,45,45,75,50,-,45,-,-,-,-,-,-,-,-,FB,95-97,Normal,40,Jul. 16th   2021,V.High,2021,238
12427,SP,ADAM KAUFMAN,DUB,MLB,06/08/1997,2.5 Stars,2.5 Stars,N,N,N,H,N,N,Normal,Normal,-,55,45,45,50,75,55,-,75,55,-,-,-,-,-,-,-,NEU,96-98,Power,65,Jun. 7th   2021,High,2016,55
14329,SP,Haruki Kawasaki,-,-,07/13/1999,0.5 Stars,1.5 Stars,N,N,H,H,N,N,Normal,Normal,-,55,30,45,20,80,50,-,-,45,50,-,-,-,-,-,-,EX FB,96-98,Normal,40,May 23rd   2021,V.High,0,0
16768,RP,Jake Kean,TOR,INT,06/24/2003,1.5 Stars,2.0 Stars,N,H,L,H,N,N,Unknown,Normal,-,55,40,50,45,70,55,-,-,-,35,-,-,-,-,-,-,FB,93-95,Normal,60,Jun. 7th   2021,Avg,0,0
17720,RP,Jason Kearns,-,-,02/15/2006,1.0 Stars,2.5 Stars,L,L,N,H,N,N,Unknown,Normal,HS Sophomore,65,50,45,55,55,80,-,-,-,-,-,-,-,-,-,-,FB,92-94,Normal,30,Mar. 15th   2021,Avg,0,0
12394,RP,JONATHAN KEAVENEY,-,-,08/24/1997,1.5 Stars,1.5 Stars,N,N,N,H,N,N,Normal,Normal,-,50,20,35,45,60,50,-,-,-,30,-,-,-,-,-,-,NEU,94-96,Normal,25,Mar. 13th   2021,V.High,2016,63
17115,CL,Chae-hyeong Kim,-,-,01/03/2005,1.5 Stars,3.0 Stars,N,N,N,H,N,N,Unknown,Normal,HS Junior,80,50,45,60,-,-,80,-,-,-,80,-,-,-,-,-,GB,96-98,GB'er,25,Jul. 17th   2021,High,0,0
13309,SP,Do-hyung Kim,LAP,A,04/04/1998,1.5 Stars,2.0 Stars,N,N,H,H,H,N,Unknown,Normal,-,45,40,45,45,60,45,-,50,45,-,-,-,-,-,-,-,EX GB,94-96,GB'er,55,Aug. 9th   2021,V.High,2021,160
16342,SP,Dong-hwan Kim,-,-,02/11/2003,1.0 Stars,2.5 Stars,L,L,L,H,N,N,Unknown,Normal,HS Senior,80,30,50,50,80,80,-,-,-,80,-,-,-,-,-,-,FB,97-99,Normal,55,Apr. 28th   2021,High,0,0
14289,SP,Jae-keol Kim,-,-,01/16/1999,1.5 Stars,2.0 Stars,N,N,H,H,N,N,Normal,Normal,-,45,45,40,45,55,40,50,-,-,40,-,-,-,-,-,-,NEU,95-97,Normal,55,Mar. 11th   2021,Avg,0,0
16091,SP,Jin-ho Kim,CAL,A,11/02/2001,1.0 Stars,2.0 Stars,L,N,N,H,H,L,Unknown,Normal,-,50,50,45,45,75,50,-,70,-,-,-,-,-,-,-,-,NEU,96-98,Normal,65,Aug. 12th   2021,V.High,0,0
14356,SP,Jung-hoon Kim,-,-,03/11/1999,1.5 Stars,1.5 Stars,N,N,N,H,N,N,Normal,Durable,-,45,50,40,40,45,50,-,35,50,-,-,-,-,-,-,-,FB,90-92,Normal,40,Jun. 10th   2021,V.High,0,0
15075,CL,Kun-woo Kim,CUR,R,01/21/2002,1.5 Stars,2.0 Stars,L,L,H,H,N,N,Unknown,Normal,-,55,45,45,55,65,50,65,70,-,-,-,-,-,-,-,-,GB,96-98,GB'er,25,Jul. 12th   2021,High,2020,33
17948,SP,Min-soo Kim,HAV,INT,09/01/2004,1.0 Stars,2.0 Stars,L,L,L,H,N,N,Unknown,Normal,-,40,45,45,50,45,45,-,-,-,-,45,-,-,-,-,-,NEU,91-93,Normal,50,Aug. 22nd   2021,Avg,0,0
11609,RP,MYUNG-WOO KIM,-,-,05/18/1996,1.5 Stars,2.0 Stars,H,H,N,H,H,N,Normal,Normal,-,55,35,45,45,80,55,-,-,-,-,-,-,-,-,-,-,EX FB,98-100,Power,30,Mar. 3rd   2021,V.High,2018,76
16951,SP,Sun-min Kim,-,-,03/17/2005,0.5 Stars,2.0 Stars,L,L,N,H,N,N,Unknown,Durable,HS Junior,50,40,45,45,55,50,-,40,50,-,-,-,-,-,25,-,NEU,93-95,Normal,55,Jul. 4th   2021,High,0,0
14226,SP,Dave Kinch,CUR,R,05/27/1999,1.5 Stars,2.0 Stars,N,N,N,H,N,N,Prankster,Normal,-,40,50,45,50,55,40,-,-,-,-,35,-,-,-,-,-,FB,94-96,Normal,70,Aug. 7th   2021,V.High,0,0
13259,RP,Mitsuharu Kinoshita,NKO,A,01/23/1998,1.5 Stars,2.0 Stars,N,H,N,H,N,H,Unknown,Normal,-,65,50,45,40,80,60,-,-,-,-,-,-,-,-,-,-,EX FB,97-99,Power,25,Aug. 10th   2021,V.High,2020,240
16599,RP,Hiromu Kishi,-,-,05/01/2002,1.0 Stars,1.5 Stars,N,N,H,H,N,N,Unknown,Normal,-,50,35,45,45,45,50,-,-,-,65,-,-,-,-,-,-,FB,93-95,Normal,30,Sep. 1st   2020,High,0,0
15199,SP,Kane Knowles,-,-,09/26/2000,0.5 Stars,1.5 Stars,L,L,N,H,N,N,Unknown,Normal,-,35,25,45,50,40,45,-,40,40,40,-,-,-,-,-,-,NEU,88-90,Normal,50,Jul. 22nd   2021,V.High,0,0
14465,SP,Masaaki Koga,VAN,A,09/16/2000,1.5 Stars,2.5 Stars,L,L,H,H,H,N,Unknown,Normal,-,50,50,50,60,-,60,55,50,-,55,55,-,-,-,-,-,NEU,94-96,Normal,55,Aug. 1st   2021,V.High,2019,31
