ID,Age,DOB,Name,OVR,POT,Prone,STU P,CON P,HRR P,FBP,CHP,CBP,SLP,SIP,SPP,CTP,FOP,CCP,SCP,KCP,KNP,VELO,STM,RET,Draft,OA Pick
8000,33,06/21/1987,DAN COLUMBUS,0.5 Stars,0.0 Stars,Durable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,2009,177
11718,28,11/10/1992,ACA KUKCENJAC,2.0 Stars,2.0 Stars,Fragile,50,45,45,55,-,-,-,45,-,55,-,-,-,35,-,94-96,50,No,2014,196
374,57,09/14/1963,Carlos Salinas,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,158
3940,44,02/25/1977,Corey Barrett,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,159
10119,29,04/20/1992,AARON CRONIN,0.5 Stars,0.0 Stars,Durable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,2011,180
6674,38,01/30/1983,JUSTIN HINTON,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,2005,161
11627,24,10/10/1996,CRAIG BARLOW,2.0 Stars,2.0 Stars,Normal,50,45,55,50,55,65,50,50,-,-,-,-,-,-,-,93-95,50,No,2015,201
12386,24,03/06/1997,JULIO NUNO,2.0 Stars,2.5 Stars,Normal,65,50,45,80,-,80,-,-,-,-,-,-,-,-,-,95-97,50,No,2016,206
9035,32,05/01/1989,BOBBY SALAZAR,2.5 Stars,2.5 Stars,Normal,55,45,40,65,60,-,-,55,-,-,-,-,-,-,-,94-96,55,No,2008,189
11777,24,09/05/1996,HYUN-KYU SIM,2.0 Stars,2.5 Stars,Durable,55,55,50,80,55,-,-,-,50,-,-,-,-,-,-,98-100,45,No,2015,205
4890,42,07/11/1978,Miguel Cadena,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,165
6635,37,10/06/1983,Tony Arroyo,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,167
3300,51,08/23/1969,Karl Harkness,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,168
3447,50,11/04/1970,Bobby Snyder,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,171
5684,39,03/19/1982,BILL HOFER,0.5 Stars,0.0 Stars,Durable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,2004,173
1716,53,03/19/1968,Wilson Alvarenga,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,173
7915,34,09/27/1986,Aaron Stephenson,0.5 Stars,0.0 Stars,Durable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,2005,174
8346,32,12/09/1988,STEVE CARTER,2.0 Stars,2.0 Stars,Normal,45,45,50,50,-,-,-,-,45,-,-,-,-,-,-,91-93,45,No,2007,179
5350,40,12/03/1980,ANDY GREENE,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,2003,176
12978,26,08/04/1994,AARON HERRICK,2.0 Stars,2.0 Stars,Normal,80,30,40,75,-,80,-,-,-,80,-,-,-,50,-,93-95,25,No,2017,216
11638,24,05/31/1996,HARUYOSHI NAKI,2.0 Stars,2.5 Stars,Fragile,80,35,50,80,-,80,-,-,-,-,-,-,-,-,-,96-98,25,No,2015,215
8008,32,07/29/1988,JASON PANAGOS,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,2006,175
13187,24,02/27/1997,BOB MCKOWN,2.0 Stars,2.5 Stars,Normal,45,50,55,45,50,-,-,-,-,50,-,-,-,-,-,90-92,55,No,2016,219
8447,33,12/03/1987,MATT NOORDHOEK,0.5 Stars,0.0 Stars,Durable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,2009,196
1240,55,05/29/1965,Xavier Boutte,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,177
9358,37,12/13/1983,ADRIAN NOE,0.5 Stars,0.0 Stars,Durable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,2007,182
9109,34,11/29/1986,MARK SCHLOBOHM,2.0 Stars,2.0 Stars,Iron Man,40,40,45,50,-,20,-,-,-,-,-,-,-,-,-,93-95,30,No,2008,209
10967,25,11/09/1995,TONY SMITH,2.0 Stars,2.0 Stars,Normal,50,35,45,50,-,-,50,50,-,-,-,-,-,-,-,92-94,40,No,2014,225
1164,53,12/15/1967,Chris Martin,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,180
9621,30,03/23/1991,JAY YANCHEK,2.5 Stars,2.5 Stars,Normal,55,55,45,75,55,-,-,-,-,-,-,-,-,75,-,94-96,45,No,2010,202
426,59,08/22/1961,Andy Loverde,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,181
7899,35,05/09/1986,Ray Rasmuson,0.5 Stars,0.0 Stars,Durable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,2005,182
11704,25,09/07/1995,LORENZ DOEDENS,2.0 Stars,2.5 Stars,Normal,80,50,45,80,-,-,80,-,-,-,-,-,-,-,-,96-98,25,No,2014,228
5237,43,05/17/1978,Ed Hadsell,0.5 Stars,0.0 Stars,Durable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,183
498,55,03/12/1966,Zack Anno,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,184
8481,32,11/05/1988,RYAN GORSKI,0.5 Stars,0.0 Stars,Durable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,2007,190
9754,29,05/20/1992,KYLE PEDERSEN,2.0 Stars,2.0 Stars,Iron Man,45,45,45,65,55,-,50,-,-,-,-,-,-,-,-,94-96,55,No,2010,207
1263,56,04/20/1965,Zane Reichle,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,185
6620,37,07/14/1983,Jose Caballero,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,186
518,56,02/12/1965,Savion Mills,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,187
8366,32,11/17/1988,JUSTIN SMETANA,0.5 Stars,0.0 Stars,Durable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,2010,209
5612,40,10/18/1980,ZACH WELCH,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,2003,189
8196,38,05/21/1983,Jon Anderson,0.5 Stars,0.0 Stars,Durable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,2005,189
8338,32,10/31/1988,MATT HOLTERMAN,0.5 Stars,0.0 Stars,Durable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,2010,210
1795,52,11/11/1968,Danny Martinez,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,189
11588,24,07/20/1996,RYAN FERGUSON,2.0 Stars,2.5 Stars,Normal,50,55,50,55,65,-,-,-,65,-,-,-,-,-,-,92-94,45,No,2016,238
12292,29,11/24/1991,OTÁVIO HAMASAKI,0.5 Stars,0.0 Stars,Durable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,2014,236
11641,24,03/08/1997,MASAKATSU KIMURA,2.0 Stars,2.0 Stars,Normal,55,50,45,80,50,-,-,-,50,-,-,-,-,-,-,97-99,55,No,2015,235
9991,30,07/24/1990,GEORGE BARRETT,0.5 Stars,0.0 Stars,Durable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,2012,247
8459,33,04/30/1988,DOLAN MARSTELLER,2.0 Stars,2.0 Stars,Normal,55,30,45,55,-,-,-,60,-,-,-,-,-,-,-,92-94,65,No,2009,216
3488,46,09/04/1974,Jordi Beeks,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,193
4824,42,06/03/1978,Antonio Hernandez,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,195
6571,39,10/22/1981,Will Benitez,0.5 Stars,0.0 Stars,Durable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,199
7292,37,06/24/1983,MIKE MARSTELLER,0.5 Stars,0.0 Stars,Durable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,2006,200
3787,48,05/23/1973,Frank Chacon,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,202
6993,36,09/01/1984,MIKE MERRILL,0.5 Stars,0.0 Stars,Durable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,2006,207
8714,30,06/23/1990,QUINN ALEXANDER,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,2008,242
5280,43,09/24/1977,Bill Pinsent,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,208
5385,40,02/28/1981,Todd Carlsen,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,218
8033,33,12/14/1987,RICKY CRUZ,2.0 Stars,2.0 Stars,Normal,50,40,35,60,50,-,65,-,-,-,-,-,-,-,-,94-96,60,No,2007,224
8492,32,05/14/1989,PETE FERGUSSON,2.0 Stars,2.0 Stars,Fragile,45,40,45,50,-,50,-,25,-,25,-,-,-,-,-,91-93,55,No,2007,225
4012,43,08/15/1977,Adam Smith,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,220
1215,54,02/04/1967,Kirk Lang,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,221
37,57,04/30/1964,Zach Soto,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,225
3621,45,03/07/1976,Jake Bean,0.5 Stars,0.0 Stars,Durable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,226
8328,32,11/08/1988,DANNY CASTILLO,0.5 Stars,0.0 Stars,Durable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,2007,231
2523,51,11/20/1969,Josh Mueller,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,227
4248,47,04/26/1974,Fernando Diaz,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,229
7999,33,11/16/1987,DANNY MARTELLI,0.5 Stars,0.0 Stars,Durable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,2007,238
5654,43,11/14/1977,Gary Del Monaco,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,235
6634,37,07/08/1983,Roberto Gorgulha,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,238
3147,46,10/09/1974,Tony Gooch,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,239
97,58,04/22/1963,Gabe Maiello,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,241
733,59,08/13/1961,Bobby Casillas,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,242
595,58,01/29/1963,Tsutomu Okimoto,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,244
1442,56,07/29/1964,Niccolo Sisto,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,249
2895,51,07/11/1969,Jason Backes,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,253
3495,48,07/06/1972,Sam Neville,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,254
5843,41,07/14/1979,Luis Montoya,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,255
5215,47,02/26/1974,JOHN REED,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,257
1170,57,05/17/1964,Rafael Giron,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,262
266,61,03/02/1960,Tony Corrales,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,263
5547,54,03/26/1967,Sadanobu Tasaka,0.5 Stars,0.0 Stars,Durable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,264
587,59,04/07/1962,Juan Lopez,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,265
5045,40,08/22/1980,MATT SUTHERLAND,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,266
683,55,04/11/1966,Kent Rogers,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,267
1343,53,12/14/1967,Travis Noonan,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,268
5406,40,10/03/1980,Francisco Valles,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,271
4312,42,09/28/1978,BUTCH DAUGHTRIDGE,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,272
2886,51,10/14/1969,Mike Clark,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,275
5521,41,05/22/1980,Jose Ramirez,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,278
4218,43,06/22/1977,Bobby Morrow,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,280
1388,56,03/19/1965,Jose Novoa,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,281
4665,42,02/26/1979,Dave Fisher,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,282
609,54,10/26/1966,JOE BAUSCH,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,285
5323,41,12/22/1979,Brad Shewbart,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,287
1021,56,04/18/1965,Danny Hernandez,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,292
2506,49,11/27/1971,D.J. Grbic,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,293
6155,40,04/01/1981,Renault Medina,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,294
44,60,12/26/1960,Jose Acosta,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,295
2705,52,03/07/1969,Jose Vasquez,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,296
6554,38,02/13/1983,Danny Lopez,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,297
1147,52,02/10/1969,ANDY THILL,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,299
651,58,03/16/1963,Marcus Moss,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,301
5247,42,11/09/1978,John Norman,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,302
3933,44,10/21/1976,Zagwe Pongwa,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,303
641,60,01/09/1961,Kyle Armstrong,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,309
93,58,05/31/1962,Joe Biggs,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,312
3418,49,07/24/1971,Colby Cummings,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,313
334,58,08/18/1962,Logan Boatwright,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,314
9,55,06/13/1965,Ryan Behr,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,317
40,56,09/09/1964,Sam Rothrock,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,318
4027,46,09/22/1974,Julio Mijarez,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,319
2647,53,02/22/1968,Erlend Andrew,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,320
6609,48,05/31/1972,Amari Graydon,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,321
85,52,11/21/1968,Phil Jerome,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,324
3896,45,07/23/1975,Matt Harris,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,325
4553,46,03/16/1975,Paul Burzynski,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,327
929,53,10/30/1967,Jason Ries,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,328
5670,43,09/23/1977,TYLER CONVERSE,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,331
793,56,11/07/1964,David Guilford,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,333
3308,48,09/28/1972,Jesse Calogero,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,338
221,54,06/20/1966,Joe Eshleman,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,339
6194,38,06/22/1982,Rogelio Perez,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,342
5925,46,03/25/1975,Adam Eastman,0.5 Stars,0.0 Stars,Durable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,343
499,57,02/05/1964,Bryan Black,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,344
3537,50,05/24/1971,Mike Johns,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,345
362,61,03/30/1960,Kevin Jones,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,347
222,59,11/22/1961,Terry O'Hara,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,350
4309,43,08/21/1977,Jon Murphy,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,353
4735,43,11/26/1977,Antonio Guerrero,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,358
6548,38,06/28/1982,Alex Navarro,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,361
1688,54,06/25/1966,Ben Ayers,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,365
4076,45,01/31/1976,Ruben Pagan,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,369
2619,49,04/03/1972,Adam Williams,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,371
4213,44,05/09/1977,Ian Hormann,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,374
1464,57,06/04/1963,Ryan Hajdarevic,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,376
702,56,02/08/1965,Kyle Bolten,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,378
1664,51,10/08/1969,Tony Comstock,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,379
3567,45,06/03/1975,Joe Maxey,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,380
972,58,11/25/1962,Shawn Boyden,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,384
5533,40,05/25/1980,Júlio Hermenegildo,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,388
508,58,11/05/1962,Kenny Coll,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,390
3914,45,06/29/1975,Judson Whelan,0.5 Stars,0.0 Stars,Durable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,392
3119,46,05/19/1975,Andy Singman,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,395
1369,56,04/25/1965,Bernardino Bari,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,398
588,60,09/05/1960,Aaron Sheppard,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,399
2994,50,01/02/1971,Paul Wiles,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,403
5155,43,12/08/1977,Miguel Calderon,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,404
2699,49,07/20/1971,Lance Morgan,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,406
4924,44,08/19/1976,Danny Mejia,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,409
1247,57,09/17/1963,Adam Carroll,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,410
1114,56,09/11/1964,Victor Perez,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,416
1492,56,06/30/1964,Sofiane de Leon,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,421
3061,50,09/15/1970,Josh Wolfcale,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,422
4918,45,01/26/1976,Alvin Brookshire,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,424
4126,57,05/03/1964,Danny Agosto,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,425
1869,54,04/17/1967,Carson Clarke,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,435
4216,48,04/16/1973,Robert Campos,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,439
2884,48,02/14/1973,Jack Borden,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,440
3923,45,05/23/1976,Tim Pinkston,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,441
2557,52,11/01/1968,GIL DOSS,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,446
4979,42,09/29/1978,Bryan Gannon,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,447
