ID,POS,Name,DOB,Age,OVR,POT,STU P,CON P,HRR P,FBP,CHP,CBP,SLP,SIP,SPP,CTP,FOP,CCP,SCP,KCP,KNP,STM,SctAcc
12763,RP,Armando Garcia,01/17/1997,20,2.5 Stars,2.5 Stars,50,55,50,55,60,-,-,50,-,-,-,-,-,-,-,45,Very High
10726,RP,Luis Garcia,10/25/1994,23,2.5 Stars,2.5 Stars,60,55,55,65,-,45,-,60,60,-,-,-,-,-,-,55,Average
7683,SP,Benny Gesserit,05/16/1986,31,2.5 Stars,2.5 Stars,50,50,55,60,45,-,-,55,-,55,-,-,-,35,-,70,High
7653,RP,Bobby Girton,07/20/1986,31,2.5 Stars,2.5 Stars,60,45,45,65,-,-,-,-,-,-,-,-,-,70,-,50,Low
10893,SP,Jordan Gonzalez,04/04/1994,23,2.0 Stars,2.5 Stars,55,55,45,70,-,60,-,-,60,-,-,-,-,-,-,55,Average
9793,SP,JORDAN GORDIAN,08/06/1990,27,2.5 Stars,2.5 Stars,55,55,45,60,45,50,-,60,-,60,-,-,-,-,-,60,Average
14379,SP,Canice Gordon,01/07/2000,17,0.5 Stars,2.5 Stars,50,65,50,50,60,60,-,-,60,-,-,-,-,-,-,55,High
14481,SP,Jared Grappone,10/29/2000,17,0.5 Stars,2.5 Stars,50,50,60,45,55,60,50,50,45,-,-,-,-,-,-,55,High
6996,LF,Wayne Grasso,04/27/1985,32,2.5 Stars,2.5 Stars,45,50,35,55,-,-,-,55,-,-,-,-,-,-,-,80,Very High
9575,SP,EDWARD GRIEB,12/17/1991,25,2.0 Stars,2.5 Stars,45,65,55,50,45,-,-,50,-,-,-,-,-,-,-,60,High
14986,SP,Elton Griffiths,10/10/2000,17,0.5 Stars,2.5 Stars,45,60,50,-,55,55,50,-,-,55,-,-,-,-,-,65,High
14476,SP,Trevor Griffiths,07/29/2000,17,0.5 Stars,2.5 Stars,55,50,60,50,60,-,-,55,-,-,-,-,-,-,-,55,Very High
9042,SP,STEVE GRIPP,12/22/1985,31,2.5 Stars,2.5 Stars,50,50,60,60,-,-,-,50,50,35,-,-,-,-,-,55,Average
8745,RP,JAY GRUBBS,04/17/1989,28,2.5 Stars,2.5 Stars,50,45,55,55,45,-,60,-,-,-,-,-,-,-,-,65,High
14410,SP,Carlos Guerrero,08/04/2000,17,0.5 Stars,2.5 Stars,55,45,55,55,65,-,-,-,45,-,-,-,-,-,-,80,High
14885,SP,Dean Guest,02/24/2000,17,0.5 Stars,2.5 Stars,65,50,45,60,60,-,-,70,-,-,-,-,-,-,-,50,High
9434,SP,Larry Haake,04/23/1987,30,2.5 Stars,2.5 Stars,75,30,65,60,75,-,60,65,-,-,-,-,70,-,-,65,High
15401,SP,Tonny Hage,10/28/2001,16,0.5 Stars,2.5 Stars,50,50,60,45,60,-,55,-,-,-,-,-,-,-,-,55,Very Low
11517,RP,Ralph Hamilton,03/03/1995,22,2.5 Stars,2.5 Stars,45,65,55,45,45,50,50,45,45,-,-,-,-,-,-,55,Average
7348,SP,JALEN HAMMOND,08/09/1985,32,2.5 Stars,2.5 Stars,60,50,45,-,60,-,-,-,65,75,-,-,-,-,-,55,Very High
13362,RP,Nate Hardin,05/02/1998,19,1.0 Stars,2.5 Stars,70,50,55,-,-,-,60,60,-,-,-,-,-,-,-,30,Very High
5254,SP,Josh Harrington,12/09/1978,38,2.5 Stars,2.5 Stars,50,50,50,55,35,-,-,55,60,-,-,-,-,-,-,65,High
9542,SP,NICK HATCH,07/18/1991,26,2.5 Stars,2.5 Stars,50,50,45,55,55,55,50,55,50,-,-,-,-,-,-,75,High
14387,SP,Darren Hawkins,02/03/1999,18,0.5 Stars,2.5 Stars,55,45,55,45,60,60,55,60,-,-,-,-,-,-,-,55,Average
10617,CL,ANDREW HAZEL,03/12/1994,23,2.5 Stars,2.5 Stars,80,40,55,80,70,-,-,70,-,-,-,-,-,-,-,35,High
11372,SP,John Hensley,12/09/1992,24,2.5 Stars,2.5 Stars,50,60,50,-,45,60,-,-,45,60,-,-,-,60,-,65,Average
7961,RP,ERNESTO HERNANDEZ,09/12/1987,30,2.5 Stars,2.5 Stars,55,60,45,60,35,-,-,-,-,60,-,-,-,-,-,65,Average
13715,SP,Jorge Hernandez,08/31/1998,19,0.5 Stars,2.5 Stars,50,50,55,45,60,-,50,-,-,55,-,-,-,-,-,55,Average
10411,SP,JOSE HERNANDEZ,03/24/1994,23,2.0 Stars,2.5 Stars,55,60,45,65,50,-,-,-,75,-,-,-,-,-,-,55,Average
14849,RP,Pascal Hiemstra,10/29/2000,17,0.5 Stars,2.5 Stars,50,55,60,45,-,40,-,50,-,55,-,-,-,-,-,30,High
12253,CL,LOUIS HODGSON,04/28/1997,20,1.5 Stars,2.5 Stars,55,55,50,65,-,-,-,-,60,-,-,-,-,-,-,30,Very High
8405,CL,JAMEL HOLAS,07/25/1988,29,2.5 Stars,2.5 Stars,60,50,45,70,35,-,-,-,65,-,-,-,-,-,-,55,High
10899,RP,Andy Holmes,03/28/1994,23,2.5 Stars,2.5 Stars,55,55,50,60,45,55,-,55,-,60,-,-,-,-,-,35,High
10855,SP,TIM HORN,04/14/1990,27,2.5 Stars,2.5 Stars,55,55,45,55,-,-,-,45,-,60,55,-,-,-,-,55,Very High
15175,SP,Tim Howling,08/06/2000,17,0.5 Stars,2.5 Stars,50,50,55,45,55,-,-,55,55,-,-,-,-,-,-,55,Average
8016,RP,JUSTIN HUGHES,05/18/1987,30,2.5 Stars,2.5 Stars,50,55,50,-,60,60,60,-,35,55,-,-,-,65,-,55,Very High
13879,CL,Jafar Humam,08/23/1999,18,1.0 Stars,2.5 Stars,60,60,50,65,-,-,-,65,-,60,-,-,-,-,-,25,Very High
12300,SP,WILTON HUNTINGFORD,11/03/1993,23,2.5 Stars,2.5 Stars,60,45,65,55,60,80,-,65,-,-,-,-,40,-,-,65,High
14711,SP,Honório Imaginrio,08/14/1999,18,0.5 Stars,2.5 Stars,60,50,45,65,65,-,60,-,-,-,-,-,-,-,-,60,Very High
15135,SP,Robert Jennings,02/13/2001,16,0.5 Stars,2.5 Stars,55,55,50,55,55,65,-,55,-,-,-,-,-,-,-,70,High
14449,SP,Wafiq Jibril,04/27/2000,17,0.5 Stars,2.5 Stars,55,50,50,60,55,-,-,-,-,60,-,-,-,-,-,70,Very High
10132,RP,Devin Johnson,11/20/1992,24,2.5 Stars,2.5 Stars,55,60,50,-,50,-,65,60,60,-,-,-,-,-,-,60,Average
8416,RP,John Johnson,07/31/1987,30,2.5 Stars,2.5 Stars,45,45,55,45,-,-,45,50,-,-,-,-,-,-,-,55,High
13596,SP,Dennis Jones,11/01/1997,20,0.5 Stars,2.5 Stars,45,55,60,-,35,60,45,50,45,-,-,-,-,45,-,50,Low
9316,RP,Hong-chang Jung,01/29/1990,27,2.5 Stars,2.5 Stars,55,55,55,-,50,-,60,-,-,65,-,-,-,-,-,45,High
11418,SP,Yataro Kaneshiro,08/02/1994,23,2.5 Stars,2.5 Stars,50,55,55,-,60,60,65,-,55,50,-,-,-,-,-,55,Average
13395,SP,Tsukasa Kato,05/31/1999,18,0.5 Stars,2.5 Stars,50,55,50,55,60,-,45,-,-,-,-,-,-,-,-,50,Very High
15052,SP,John Katz,08/25/2001,16,0.5 Stars,2.5 Stars,65,45,55,60,60,-,60,-,-,-,40,-,-,-,-,65,Low
12427,SP,ADAM KAUFMAN,06/08/1997,20,1.0 Stars,2.5 Stars,50,55,50,60,55,-,60,50,-,-,-,-,-,-,-,65,Very High
15086,SP,Mason Kent,07/10/2001,16,0.5 Stars,2.5 Stars,55,50,55,55,65,65,55,60,45,-,-,-,-,-,-,70,Very Low
12942,SP,HYUN-WOO KIM,05/26/1998,19,0.5 Stars,2.5 Stars,45,55,55,50,50,55,50,-,-,-,-,-,-,-,-,65,Very High
14599,SP,Jun-young Kim,03/25/2000,17,0.5 Stars,2.5 Stars,50,50,60,-,-,55,-,-,-,60,-,60,-,-,-,60,Very High
15075,SP,Kun-woo Kim,01/21/2002,15,0.5 Stars,2.5 Stars,45,45,60,45,60,55,50,-,-,-,-,-,-,-,-,65,Average
14347,SP,Sung-jae Kim,10/24/1999,18,0.5 Stars,2.5 Stars,65,35,55,55,65,-,-,65,-,-,-,-,-,-,-,75,Low
14226,SP,Dave Kinch,05/27/1999,18,0.5 Stars,2.5 Stars,40,55,60,50,45,-,-,-,-,35,-,-,-,-,-,65,Average
12364,SP,SAMUEL KING,12/31/1997,19,0.5 Stars,2.5 Stars,60,35,60,70,60,55,-,60,-,-,-,-,-,-,-,70,Average
10593,RP,Justin Kondapaneni,09/17/1994,23,2.5 Stars,2.5 Stars,55,40,60,60,55,-,-,45,-,55,-,-,-,-,-,60,Very High
11319,SP,Myung-hwan Kong,06/25/1995,22,2.0 Stars,2.5 Stars,55,40,65,55,65,-,55,-,-,-,-,-,-,-,-,50,Very High
14394,SP,Marcus Konings,09/29/1999,18,0.5 Stars,2.5 Stars,55,50,60,45,55,-,55,55,-,-,-,-,-,-,-,50,Very High
10742,RP,Larry Lacroix,02/26/1980,37,2.5 Stars,2.5 Stars,50,50,50,55,-,-,50,-,-,-,-,-,-,-,-,45,Low
8580,RP,Robert Langrish,12/26/1987,29,2.5 Stars,2.5 Stars,55,45,50,70,-,-,-,50,-,-,-,-,-,-,-,40,Low
11799,SP,Dave Larocque,01/27/1997,20,2.0 Stars,2.5 Stars,55,50,55,65,-,-,-,65,-,55,-,-,-,-,-,55,Very High
15062,SP,Il-kyun Lee,09/14/2002,15,0.5 Stars,2.5 Stars,55,55,50,45,70,-,-,-,-,55,-,-,-,-,-,55,Average
9223,RP,RYAN LEWIS,05/22/1990,27,2.5 Stars,2.5 Stars,50,45,55,55,-,50,-,45,-,40,-,-,-,-,-,50,Very High
11711,RP,CHRIS LING,03/29/1993,24,2.5 Stars,2.5 Stars,55,65,45,60,-,-,-,-,-,-,-,-,60,-,-,25,Average
13229,SP,Hughie Lloyd,09/24/1998,19,0.5 Stars,2.5 Stars,50,50,50,50,50,-,55,50,-,-,-,-,-,-,-,55,Very High
13821,SP,Bogdan Loman,06/20/1995,22,1.5 Stars,2.5 Stars,45,60,55,-,60,-,55,-,-,55,-,-,-,-,-,65,High
13068,SP,Leo Loman,06/03/1998,19,0.5 Stars,2.5 Stars,45,60,50,45,-,-,55,55,-,-,-,-,-,-,-,70,High
9012,RP,JOSE LOPEZ,05/30/1985,32,2.5 Stars,2.5 Stars,45,40,70,45,45,-,-,45,-,40,-,-,-,-,-,55,High
10741,RP,Luis Lopez,12/30/1984,32,2.5 Stars,2.5 Stars,50,50,55,50,50,-,55,50,-,-,-,-,-,-,-,45,Low
13812,SP,Willis Lozano,09/13/1995,22,1.0 Stars,2.5 Stars,50,60,50,55,60,-,55,55,-,-,-,-,-,-,-,75,High
13076,CL,John Lupkoski,09/24/1998,19,0.5 Stars,2.5 Stars,55,70,55,-,-,-,70,60,-,-,-,-,-,-,-,25,Average
12395,SP,PAT LUSH,06/15/1997,20,0.5 Stars,2.5 Stars,55,55,50,60,55,-,45,60,-,60,-,-,-,-,-,60,Very High
9995,RP,Charles Lyell,08/25/1987,30,2.5 Stars,2.5 Stars,55,40,60,60,50,50,-,60,-,-,-,-,-,-,-,55,Average
8906,SP,Lyoto Machida,02/06/1977,40,2.5 Stars,2.5 Stars,45,60,55,45,35,45,45,45,-,50,-,-,-,-,-,55,High
14492,SP,Joe MacLellan,07/19/2001,16,0.5 Stars,2.5 Stars,45,55,55,45,60,-,-,-,40,-,-,-,-,-,-,60,Very High
10970,SP,Pete Malcolm,07/18/1995,22,1.5 Stars,2.5 Stars,60,50,50,70,-,-,70,65,-,-,-,-,-,-,-,65,Very High
14620,RP,Vladislav Mandaric,12/07/1999,17,0.5 Stars,2.5 Stars,55,50,55,45,55,60,50,60,55,-,-,-,-,-,-,60,Average
8459,RP,DOLAN MARSTELLER,04/30/1988,29,2.5 Stars,2.5 Stars,65,30,50,60,-,-,-,70,-,-,-,-,-,-,-,65,Low
5852,SP,Israel Martinez,01/12/1980,37,2.5 Stars,2.5 Stars,45,50,55,-,60,35,-,-,-,50,55,-,-,-,-,50,High
14432,SP,Omar Martinez,07/21/2000,17,0.5 Stars,2.5 Stars,50,60,55,-,55,-,55,-,-,55,-,-,-,-,-,70,High
11394,RP,Rob McCann,11/02/1989,28,2.5 Stars,2.5 Stars,55,45,45,60,-,-,-,45,-,60,-,-,-,-,-,55,Average
11956,SP,Elijah McCants,03/28/1996,21,1.5 Stars,2.5 Stars,45,50,55,50,50,-,-,-,-,55,-,-,-,-,-,80,Very High
8769,RP,PHIL MCCLENDON,12/30/1989,27,2.5 Stars,2.5 Stars,60,50,45,65,60,-,-,60,-,-,-,-,-,-,-,65,Very High
8455,RP,Colin McGuire,01/29/1988,29,2.5 Stars,2.5 Stars,55,60,50,60,35,-,60,55,-,-,-,-,-,-,-,45,High
13338,SP,Mark McKenzie,07/06/1998,19,0.5 Stars,2.5 Stars,45,65,60,50,50,-,50,45,-,-,-,-,-,-,-,75,Very High
13187,SP,BOB MCKOWN,02/27/1997,20,0.5 Stars,2.5 Stars,40,55,65,45,45,-,-,-,-,45,-,-,-,-,-,50,High
8004,RP,Brian Meeks,01/11/1988,29,2.5 Stars,2.5 Stars,60,50,45,65,55,-,65,-,-,-,-,-,-,-,-,55,Average
9630,CL,Jesus Melchon,12/28/1977,39,2.5 Stars,2.5 Stars,45,55,65,-,-,50,-,-,-,55,-,-,-,-,-,30,Low
9744,RP,ARTURO MENDEZ,03/10/1991,26,2.0 Stars,2.5 Stars,45,55,45,60,40,-,60,-,-,-,-,-,-,-,-,35,Very High
6915,SP,RICKY MERCADO,07/06/1983,34,2.5 Stars,2.5 Stars,50,55,50,55,-,55,-,35,60,-,-,-,-,-,-,70,Average
13809,SP,Enzo Michel,02/12/1999,18,0.5 Stars,2.5 Stars,55,50,55,-,60,65,-,-,50,65,-,-,-,65,-,60,High
7056,RP,JOE MIGLIARO,06/12/1984,33,2.5 Stars,2.5 Stars,50,55,50,50,-,60,-,55,-,-,-,-,-,-,-,45,Low
11690,SP,Jose Miranda,06/05/1995,22,2.0 Stars,2.5 Stars,50,65,55,55,45,-,-,55,-,55,-,-,-,-,-,60,Very High
8005,SP,JUSTIN MOORE,05/17/1987,30,2.5 Stars,2.5 Stars,50,65,50,55,35,-,55,50,-,-,-,-,-,-,-,55,High
6439,RP,JASON MORERA,06/29/1983,34,2.5 Stars,2.5 Stars,45,50,40,-,-,50,50,-,-,50,-,-,-,-,-,50,Average
14464,SP,Tsutomu Morimoto,07/30/2000,17,0.5 Stars,2.5 Stars,50,55,55,50,65,-,-,55,-,-,-,-,-,-,-,60,Very High
9747,RP,CHRIS MORRIS,03/24/1992,25,2.5 Stars,2.5 Stars,50,50,45,55,-,65,-,-,50,-,-,-,-,-,-,50,Very High
13083,RP,Jason Morris,10/21/1998,19,0.5 Stars,2.5 Stars,65,35,60,50,75,-,-,-,65,-,-,-,-,-,-,70,Very High
10940,SP,DUSTIN MULLICAN,09/09/1994,23,2.0 Stars,2.5 Stars,50,55,50,55,-,65,-,-,-,55,-,-,-,-,-,40,High
10191,SP,Chris Mullinax,02/26/1993,24,2.5 Stars,2.5 Stars,50,45,45,50,50,-,-,-,65,-,-,-,-,-,-,40,Average
9545,RP,CODY MURPHY,08/30/1992,25,2.5 Stars,2.5 Stars,45,45,55,50,45,-,-,-,-,-,-,-,-,55,-,55,High
11537,CL,DONG-HAK MYUNG,04/25/1992,25,2.5 Stars,2.5 Stars,50,45,65,65,-,55,-,-,-,-,-,-,-,-,-,35,Average
15126,SP,Kenyu Nakamoto,12/02/2001,15,0.5 Stars,2.5 Stars,45,60,60,45,55,-,50,-,-,50,-,-,-,-,-,60,High
13920,SP,Koichi Nakano,04/06/1995,22,1.5 Stars,2.5 Stars,45,55,60,55,55,-,50,45,-,-,-,-,-,-,-,65,Very High
4715,RP,Chris Nelson,10/11/1978,39,2.5 Stars,2.5 Stars,45,55,45,50,-,50,-,-,-,-,-,-,-,-,-,45,Average
10533,SP,DANNY NIEVES,09/07/1993,24,2.5 Stars,2.5 Stars,50,50,65,55,50,-,-,-,-,60,-,-,-,-,-,45,Very High
5240,CL,Matt Oberhausen,11/23/1978,38,2.5 Stars,2.5 Stars,50,55,55,50,45,-,55,-,-,-,-,-,-,-,-,40,Average
12999,SP,ALEX OCHOA,02/11/1997,20,2.0 Stars,2.5 Stars,45,60,60,50,55,50,45,50,-,-,-,-,-,-,-,70,Very High
13299,SP,Dae-hyung Oh,05/07/1997,20,1.0 Stars,2.5 Stars,50,55,55,65,-,-,-,55,-,55,-,-,-,-,-,40,Very High
15143,SP,Jesus Olivas,03/11/2000,17,0.5 Stars,2.5 Stars,45,55,55,50,60,-,-,45,-,-,-,-,-,-,-,50,High
10672,RP,Teruaki Omori,04/14/1993,24,2.5 Stars,2.5 Stars,55,35,65,-,55,70,-,-,-,60,-,-,-,-,-,50,Average
5634,RP,JOSH OSWALD,10/31/1977,40,2.5 Stars,2.5 Stars,40,65,45,40,-,45,45,-,-,-,35,-,-,-,-,55,High
13604,RP,Takeharu Oya,05/21/1998,19,1.5 Stars,2.5 Stars,60,50,55,70,-,60,-,-,-,-,-,-,-,-,-,30,Average
15034,SP,Alberto Pacheco,06/16/1997,20,0.5 Stars,2.5 Stars,50,50,55,50,55,-,40,-,65,-,-,-,-,-,-,60,Average
9086,RP,ALEX PARKER,03/25/1990,27,2.5 Stars,2.5 Stars,50,70,40,-,-,-,60,-,60,50,-,-,-,-,-,55,Very High
11001,SP,JOSH PARKER,08/14/1995,22,1.5 Stars,2.5 Stars,65,60,50,75,55,-,-,70,-,-,-,-,-,-,-,45,Very High
7118,SP,Toribio Partida,03/03/1983,34,2.5 Stars,2.5 Stars,45,50,50,65,50,-,-,40,-,-,-,-,-,-,-,65,High
9090,RP,BRANDON PEARSON,06/03/1990,27,2.5 Stars,2.5 Stars,65,35,50,70,55,-,70,45,-,-,-,-,-,45,-,55,Average
7359,SP,PAUL PERDUE,08/07/1985,32,2.5 Stars,2.5 Stars,45,60,55,55,50,-,-,-,50,-,-,-,-,-,-,50,Average
11004,RP,KEVIN PETRI,05/27/1996,21,2.5 Stars,2.5 Stars,60,50,55,70,45,-,-,60,-,-,-,-,-,-,-,50,High
12925,RP,ANGELO PICHARDO,09/15/1993,24,2.5 Stars,2.5 Stars,65,60,50,80,-,60,-,-,-,-,-,-,-,-,-,40,Low
11746,SP,Jason Pigeon,04/23/1996,21,1.5 Stars,2.5 Stars,50,55,50,60,50,-,-,-,-,60,-,-,-,-,-,70,Very High
13022,CL,Usaburo Pintado,02/17/1998,19,1.0 Stars,2.5 Stars,60,50,55,55,-,70,-,-,-,-,-,-,-,-,-,40,High
10825,RP,COREY PITMAN,01/05/1994,23,2.5 Stars,2.5 Stars,55,50,60,60,-,50,-,-,60,45,-,-,-,-,-,65,Average
6800,RP,MARIO POISEL,03/13/1985,32,2.5 Stars,2.5 Stars,45,55,45,50,-,-,35,50,-,-,-,-,-,-,-,65,High
9757,RP,ETHAN POPHAM,10/26/1991,26,2.5 Stars,2.5 Stars,60,50,45,75,45,-,70,-,-,-,-,-,-,-,-,55,Low
7871,SP,David Powers,05/08/1982,35,2.5 Stars,2.5 Stars,55,50,50,60,50,55,55,50,-,-,-,-,-,55,-,75,High
14607,SP,Duk-yoon Pyo,03/12/1999,18,0.5 Stars,2.5 Stars,45,65,55,45,50,-,-,-,-,50,-,-,-,-,-,55,Average
11600,SP,DUSHAN RACIC,04/29/1996,21,1.5 Stars,2.5 Stars,40,55,55,50,45,45,-,35,-,-,-,45,-,-,-,55,Very High
11908,SP,Hugo Ramirez,06/19/1995,22,1.0 Stars,2.5 Stars,45,65,55,50,45,45,-,50,-,-,-,-,-,-,-,50,Average
6193,RP,Nolan Ramirez,01/28/1982,35,2.5 Stars,2.5 Stars,50,50,50,50,-,-,50,-,-,-,55,-,-,-,-,65,High
9222,SP,ROBERTO RAMIREZ,11/27/1990,26,2.5 Stars,2.5 Stars,55,50,55,50,-,55,-,45,70,-,45,-,-,-,-,55,Very High
8384,RP,BRUCE RAMSEY,08/22/1989,28,2.5 Stars,2.5 Stars,80,30,55,75,60,-,-,-,80,-,-,-,-,-,-,35,Very High
6096,RP,Corey Rasmussen,11/27/1983,33,2.5 Stars,2.5 Stars,50,45,45,-,-,60,-,-,-,60,-,60,-,-,-,50,Average
7929,RP,Steve Reagle,12/11/1986,30,2.5 Stars,2.5 Stars,50,55,40,55,40,-,-,40,60,-,-,-,50,55,-,65,High
12896,SP,Leonard Rebellin,05/30/1999,18,0.5 Stars,2.5 Stars,55,60,50,50,55,-,-,-,75,-,-,-,-,-,-,55,High
6426,RP,Mike Redwine,04/10/1984,33,2.5 Stars,2.5 Stars,45,65,45,45,35,-,50,-,-,-,-,-,-,-,-,55,Very High
12342,SP,BRIAN REEVES,05/07/1996,21,1.0 Stars,2.5 Stars,50,50,55,60,55,60,-,45,-,-,-,-,-,-,-,45,Average
13804,RP,Jamie Reynolds,10/20/1998,19,0.5 Stars,2.5 Stars,55,50,70,-,-,60,-,-,-,60,-,-,-,-,-,30,Very High
7544,RP,BEN RICK,09/14/1984,33,2.5 Stars,2.5 Stars,50,45,60,55,35,-,-,-,-,-,-,-,50,60,-,55,Low
11727,SP,ROGER RILEY,06/27/1992,25,2.5 Stars,2.5 Stars,50,65,50,50,45,-,60,50,-,-,-,-,-,-,-,60,Average
9579,RP,JOSH RIPPERT,08/18/1992,25,2.5 Stars,2.5 Stars,55,45,50,60,-,-,50,55,-,-,-,-,-,-,-,55,High
14941,SP,Gautier Ronchetti,11/09/2000,16,0.5 Stars,2.5 Stars,45,55,55,50,50,-,-,55,-,-,-,-,-,-,-,55,Low
14740,SP,Jayden Rooke,12/26/1999,17,0.5 Stars,2.5 Stars,45,60,60,45,55,-,45,40,50,-,-,-,-,-,-,55,Average
8625,SP,Tony Rosa,07/25/1976,41,2.5 Stars,2.5 Stars,45,60,50,45,50,-,45,45,-,-,-,-,-,-,-,50,Very High
9052,SP,Javier Rosalez,08/04/1989,28,2.5 Stars,2.5 Stars,50,45,50,55,-,65,-,45,-,-,-,-,-,-,-,65,Very High
12590,RP,Cody Rowe,12/06/1996,20,1.5 Stars,2.5 Stars,45,45,60,50,55,-,-,50,-,-,-,-,-,-,-,60,High
14413,CL,Luis Ruiz,09/01/1999,18,1.0 Stars,2.5 Stars,55,65,55,55,-,-,55,-,-,-,-,-,-,-,-,30,Very High
13921,SP,Foppe Rutte,07/28/1998,19,0.5 Stars,2.5 Stars,45,55,60,45,35,-,-,45,-,45,-,-,-,-,-,65,Very High
11334,RP,Miklas Rutten,10/15/1989,28,2.5 Stars,2.5 Stars,50,55,50,65,-,-,45,-,-,-,-,-,-,-,-,25,Low
15026,SP,Umayr Salah al Din,07/10/2001,16,0.5 Stars,2.5 Stars,45,50,60,50,60,-,45,-,-,-,-,45,-,-,-,50,Very Low
7354,RP,ANGEL SANCHEZ,09/29/1985,32,2.5 Stars,2.5 Stars,45,60,45,45,40,50,50,-,-,-,-,-,-,-,-,55,Average
14643,SP,Carlos Sanchez,10/17/1999,18,0.5 Stars,2.5 Stars,50,60,50,45,60,-,50,-,60,45,-,-,-,-,-,60,Low
14258,SP,Nicholas Sanders,05/13/1998,19,0.5 Stars,2.5 Stars,55,60,55,60,55,-,-,-,-,65,-,-,45,-,-,70,High
10947,CL,EKO SARTIKA,06/27/1994,23,2.0 Stars,2.5 Stars,55,40,45,60,50,-,-,55,-,-,-,-,-,-,-,50,High
10396,RP,Mike Schaub,06/21/1993,24,2.5 Stars,2.5 Stars,60,50,50,70,45,-,-,60,-,-,-,-,-,-,-,35,High
10898,SP,EDDIE SCHNAIBLE,10/30/1994,23,2.5 Stars,2.5 Stars,55,65,45,70,50,-,-,50,-,55,-,-,-,-,-,55,High
8273,RP,SEAN SCHWARTZ,06/23/1988,29,2.5 Stars,2.5 Stars,50,55,45,55,-,-,-,50,-,-,-,-,-,-,-,40,Average
9353,RP,Randy Shapiro,12/15/1986,30,2.5 Stars,2.5 Stars,65,35,50,60,-,70,-,-,-,-,-,-,-,-,-,45,Low
5323,RP,Brad Shewbart,12/22/1979,37,2.5 Stars,2.5 Stars,45,60,50,-,-,-,50,50,-,35,-,-,-,-,-,65,Average
9722,RP,KYLE SJOERDSMA,05/25/1991,26,2.5 Stars,2.5 Stars,60,35,50,70,65,35,55,-,-,-,-,-,-,-,-,40,High
13281,SP,Lee Smith,12/11/1994,22,1.0 Stars,2.5 Stars,45,55,50,45,-,-,45,50,-,-,-,-,-,-,-,65,High
10110,RP,Jeremy Socha,07/14/1992,25,2.5 Stars,2.5 Stars,60,35,55,70,40,-,-,-,65,-,-,-,-,-,-,55,High
10010,RP,Zach Sotelo,05/01/1987,30,2.5 Stars,2.5 Stars,50,55,50,60,-,-,-,50,-,-,-,-,-,-,-,55,Average
7340,SP,GABRIEL SOWLE,05/16/1986,31,2.5 Stars,2.5 Stars,50,60,55,55,45,-,50,45,60,-,-,-,-,-,-,55,High
15325,SP,Riccardo Spierings,02/02/2000,17,0.5 Stars,2.5 Stars,35,75,65,40,50,30,-,45,-,-,-,-,-,-,-,55,Low
13004,SP,BILL SPOTTSWOOD,03/07/1994,23,2.5 Stars,2.5 Stars,50,55,55,55,60,-,45,55,-,-,-,-,-,-,-,55,High
10140,RP,RYAN STACEY,05/18/1992,25,2.5 Stars,2.5 Stars,50,50,50,55,-,60,-,-,50,-,-,-,-,-,-,55,Low
14477,SP,Zivojin Stanovcic,02/17/2001,16,0.5 Stars,2.5 Stars,55,45,65,-,60,60,55,-,60,55,-,-,-,-,-,65,Very High
11569,SP,ROY STEEL,08/02/1996,21,0.5 Stars,2.5 Stars,50,45,55,60,55,45,60,-,-,-,-,-,-,-,-,55,Very High
13944,SP,Mendel Steenbergen,02/23/2000,17,0.5 Stars,2.5 Stars,55,55,55,50,55,-,-,-,-,45,-,-,65,-,-,60,Very High
14558,SP,Tomas Steger,06/05/2000,17,0.5 Stars,2.5 Stars,50,55,50,55,55,-,-,-,60,-,-,-,-,-,-,65,High
7044,RP,Mark Stone,04/16/1985,32,2.5 Stars,2.5 Stars,45,50,50,50,-,45,50,45,-,-,-,-,-,-,-,55,High
14839,RP,Luther Street,01/30/2000,17,0.5 Stars,2.5 Stars,70,50,55,-,-,75,-,60,-,-,-,-,-,-,-,30,Low
8007,RP,BOBBY SWISHER,09/14/1987,30,2.5 Stars,2.5 Stars,45,45,55,50,-,-,-,50,-,35,35,-,-,-,-,50,Average
14451,SP,Andrew Sylvester,02/18/2001,16,0.5 Stars,2.5 Stars,55,55,55,50,60,65,-,-,45,-,-,-,-,-,-,55,Very High
10531,RP,MASAJI TAKENAKA,04/21/1993,24,2.5 Stars,2.5 Stars,55,50,55,70,50,-,-,-,55,-,-,-,-,-,-,35,Very High
13600,SP,Gary Talbot,06/30/1998,19,0.5 Stars,2.5 Stars,45,50,55,45,50,-,-,55,-,-,-,-,-,-,-,55,Very High
6390,RP,DERRICK TALLEY,07/25/1982,35,2.5 Stars,2.5 Stars,50,40,55,-,35,-,55,-,-,60,-,-,-,-,-,65,Average
11272,RP,Daizo Tamaki,08/27/1980,37,2.5 Stars,2.5 Stars,60,55,45,70,-,65,-,-,-,-,-,-,-,-,-,25,Very High
13892,SP,Hiroya Tanigawa,02/24/2000,17,0.5 Stars,2.5 Stars,50,55,55,50,60,-,-,60,-,-,-,-,-,-,-,60,Very High
13441,SP,Roald ten Have,04/15/1998,19,0.5 Stars,2.5 Stars,50,45,55,-,50,60,50,-,60,55,-,-,-,50,-,55,Very High
