STU P,MOV P,CON P,PBABIP P,HRR P,FBP,CHP,CBP,SLP,SIP,SPP,CTP,FOP,CCP,SCP,KCP,KNP,VT
50,55,40,45,65,40,55,-,55,-,65,-,-,-,-,-,-,91-93
50,45,30,55,45,70,60,35,50,-,-,-,-,-,-,-,-,95-97
50,50,55,50,50,80,55,-,-,-,50,-,-,-,-,-,-,98-100
50,50,25,45,50,50,60,-,-,-,-,-,-,-,60,-,-,90-92
50,50,50,40,50,55,-,-,55,-,-,-,-,-,-,-,-,92-94
50,20,20,40,20,60,50,-,-,-,40,-,-,-,-,-,-,93-95
50,45,30,45,45,50,-,55,-,-,-,-,-,-,-,-,-,91-93
50,70,80,50,80,-,75,45,60,-,-,75,-,-,-,35,-,94-96
50,35,45,50,35,75,50,-,75,-,-,-,-,-,-,-,-,95-97
50,50,45,45,55,55,45,40,-,50,-,50,-,-,-,-,-,95-97
50,40,50,45,40,75,50,-,-,60,-,-,-,-,40,-,-,95-97
50,55,20,45,55,55,-,-,55,65,-,40,-,-,-,-,-,92-94
50,70,55,60,75,45,-,-,-,55,55,-,-,-,-,60,-,90-92
50,45,50,40,45,60,65,-,-,40,-,-,-,-,-,-,-,93-95
50,50,40,50,50,65,50,-,-,40,-,-,-,-,-,-,-,93-95
50,35,40,45,30,80,50,-,-,-,65,-,-,-,-,-,-,96-98
50,40,55,40,40,60,55,-,-,40,-,-,-,-,-,-,-,92-94
50,50,50,45,50,70,-,55,-,55,-,-,-,-,-,-,-,94-96
50,50,55,45,50,55,50,-,-,60,-,-,-,-,-,-,-,94-96
50,55,50,45,65,55,80,-,-,-,35,-,-,-,-,-,-,92-94
50,45,40,40,45,50,45,50,-,-,50,50,-,-,-,-,-,93-95
50,45,40,50,45,65,45,-,-,50,-,-,-,-,-,-,-,96-98
50,45,40,40,45,55,50,-,-,45,-,50,-,-,-,-,-,92-94
50,50,55,45,50,60,-,55,-,60,-,-,-,-,-,-,-,93-95
50,45,40,45,45,55,-,65,-,-,-,-,-,-,-,60,-,92-94
50,50,40,45,50,50,45,-,-,50,-,50,-,-,-,-,-,92-94
50,45,50,50,40,55,-,-,45,-,-,55,-,-,-,-,-,93-95
50,50,40,45,50,55,50,-,-,-,40,-,-,-,-,-,-,93-95
50,40,30,45,40,45,-,-,-,55,-,45,-,-,-,-,-,92-94
50,55,60,45,60,80,70,-,-,45,-,-,-,-,-,-,-,96-98
50,50,55,45,50,55,55,-,55,-,55,50,-,-,-,-,-,93-95
50,50,45,45,50,50,50,-,-,-,50,-,-,-,-,-,-,93-95
50,40,30,40,45,55,45,-,40,-,50,-,-,-,-,45,-,95-97
50,50,45,45,50,65,50,-,-,50,-,-,50,-,-,-,-,95-97
50,20,30,50,20,60,45,-,55,-,-,-,-,-,-,-,-,94-96
50,50,45,50,50,50,65,-,50,-,-,-,-,-,-,-,-,90-92
50,45,45,45,45,70,45,40,75,-,-,-,-,-,-,-,-,96-98
50,45,30,35,50,50,-,-,-,40,-,55,-,-,-,-,-,92-94
50,65,45,50,70,55,65,-,-,55,-,-,-,-,-,-,-,92-94
50,35,45,40,35,60,-,-,-,-,50,-,-,-,-,-,-,94-96
50,40,50,45,35,65,45,-,-,50,-,50,-,40,-,-,-,97-99
50,55,50,45,65,50,50,-,50,50,55,-,-,-,-,-,-,92-94
50,50,50,45,55,65,50,-,-,60,-,-,-,-,-,-,-,95-97
50,45,45,45,50,50,50,-,-,55,-,50,-,-,-,-,-,92-94
50,30,25,40,30,55,55,-,-,-,-,-,-,-,-,-,-,92-94
50,45,35,45,40,55,50,-,-,55,-,-,-,-,-,-,-,92-94
50,50,40,50,50,50,45,-,-,-,55,-,-,-,-,-,-,92-94
50,30,40,45,30,75,45,40,-,-,50,-,-,-,-,-,-,96-98
50,40,30,40,45,65,-,-,60,-,-,-,-,-,-,-,-,94-96
50,55,35,45,55,55,50,-,45,55,-,-,-,-,-,-,-,94-96
50,50,55,45,50,55,50,-,-,-,65,-,-,-,-,-,-,93-95
50,50,55,45,50,70,50,-,-,-,-,60,-,-,-,-,-,96-98
50,45,30,45,45,55,60,-,-,-,-,-,-,-,-,-,-,94-96
50,45,50,45,45,-,50,50,-,-,55,50,-,-,55,-,-,93-95
50,50,60,50,45,50,35,-,60,45,-,-,-,-,-,-,-,92-94
50,45,45,45,45,60,60,-,-,-,65,-,-,-,-,-,-,92-94
50,45,50,45,45,50,65,-,-,40,-,-,-,-,-,-,-,91-93
50,50,45,45,50,-,-,70,-,-,-,65,-,-,-,-,-,92-94
50,40,25,40,40,65,40,-,-,50,-,-,-,-,-,45,-,94-96
50,50,30,45,50,55,-,-,60,55,-,-,-,-,-,-,-,93-95
50,50,50,50,50,65,45,35,55,50,50,-,-,-,-,-,-,95-97
50,65,50,45,75,-,55,50,55,-,65,50,-,-,-,-,-,94-96
50,50,50,45,50,60,55,50,-,45,-,-,-,-,-,-,-,93-95
50,35,45,45,30,55,50,-,-,-,65,-,-,-,-,-,-,96-98
50,55,55,45,55,50,60,-,-,40,-,-,-,-,-,-,-,90-92
50,45,55,55,45,50,-,-,-,30,55,-,-,-,45,50,-,93-95
50,70,60,50,80,50,50,-,50,65,-,-,-,-,50,-,-,93-95
50,40,55,50,40,50,-,-,55,50,40,-,-,-,-,-,-,91-93
50,50,45,55,50,50,-,50,-,40,65,-,30,-,-,-,-,91-93
50,50,35,45,50,80,50,-,55,50,-,-,-,-,-,-,-,96-98
50,50,30,40,55,50,-,-,55,-,-,-,-,-,-,-,-,91-93
50,45,40,45,45,-,45,60,60,-,55,35,-,-,-,-,-,96-98
50,45,40,50,45,-,-,-,-,-,-,75,-,50,-,-,-,94-96
50,35,20,40,35,60,45,-,-,-,35,-,-,-,-,-,-,93-95
50,40,20,50,40,60,65,-,55,-,-,-,-,-,-,-,-,94-96
50,65,60,45,75,50,70,-,-,55,30,55,-,-,-,-,-,91-93
50,45,40,40,45,80,50,-,-,55,-,-,-,-,-,-,-,96-98
50,50,50,45,50,45,-,-,50,55,-,-,-,-,-,-,-,90-92
50,50,45,50,50,65,50,35,-,-,55,-,-,-,-,-,-,96-98
50,45,50,45,45,65,50,55,-,-,60,-,-,-,-,-,-,94-96
50,55,50,50,60,45,55,-,-,55,-,-,-,-,-,75,-,94-96
50,50,35,50,50,45,60,-,-,50,-,-,-,-,-,45,-,91-93
50,50,35,50,50,80,55,80,40,-,-,-,-,-,-,-,-,96-98
50,40,35,45,40,80,55,-,-,40,-,-,-,-,-,-,-,95-97
50,45,50,45,50,50,55,-,-,-,60,-,-,-,-,-,-,91-93
50,50,45,50,50,65,45,-,70,55,-,-,75,-,-,-,-,97-99
50,45,40,40,45,50,55,-,-,-,40,-,-,-,-,-,-,89-91
50,45,40,45,45,55,40,-,50,55,-,-,-,-,30,-,-,92-94
50,45,45,40,45,80,50,-,80,-,-,-,-,-,-,-,-,97-99
50,40,45,45,40,65,60,-,-,-,-,-,-,-,-,60,-,94-96
50,50,45,55,50,-,50,50,-,55,35,55,-,-,-,-,-,93-95
50,50,30,45,55,65,-,-,55,-,-,-,-,-,-,-,-,94-96
50,45,45,50,45,65,55,-,50,-,-,-,-,-,-,-,-,94-96
50,50,35,50,50,60,45,-,60,30,-,-,-,-,-,20,-,94-96
50,45,30,45,45,65,50,-,-,-,-,-,-,-,-,-,-,94-96
50,45,35,45,40,55,45,50,-,50,50,-,-,-,-,-,-,94-96
50,45,60,45,45,55,50,60,-,55,-,-,-,-,-,-,-,93-95
50,35,50,50,30,60,-,50,-,-,55,-,-,-,-,-,-,94-96
50,50,50,40,50,55,50,35,-,-,-,60,-,-,-,-,-,93-95
50,50,50,45,55,60,60,-,-,-,45,-,-,-,-,-,-,93-95
50,45,25,45,45,50,-,60,-,-,-,-,-,-,-,-,-,92-94
50,55,50,45,60,50,-,-,55,-,-,-,-,-,-,-,-,91-93
50,40,50,40,40,65,55,-,-,40,-,-,-,-,-,-,-,93-95
50,55,60,60,55,65,-,-,70,65,-,-,-,-,-,-,-,94-96
50,55,50,50,55,-,50,55,65,-,-,60,-,-,-,-,-,96-98
50,40,75,55,40,-,-,-,65,-,65,45,-,-,-,-,-,94-96
50,35,55,50,30,65,-,-,50,-,-,30,-,-,-,-,-,94-96
50,50,45,55,50,80,55,-,-,-,45,-,-,-,-,-,-,94-96
50,45,25,45,45,50,50,-,-,-,70,-,-,-,-,-,-,90-92
50,50,35,40,50,55,60,-,60,55,-,-,-,-,-,-,-,93-95
50,45,55,45,45,50,55,-,60,55,-,-,-,-,-,-,-,92-94
50,50,40,45,55,65,60,-,70,-,-,-,-,-,-,45,-,95-97
50,40,40,45,40,65,50,60,60,-,-,-,-,-,-,-,-,94-96
50,50,45,50,50,55,-,70,-,-,-,50,-,-,-,-,-,94-96
50,50,55,45,50,70,-,-,-,55,-,-,-,-,-,60,-,95-97
50,40,50,40,40,55,55,-,-,-,60,-,-,-,-,-,-,93-95
50,50,40,45,50,50,55,-,40,-,65,-,-,-,-,-,-,91-93
50,30,25,45,20,65,50,-,-,-,-,65,-,-,-,-,-,94-96
50,45,45,45,50,45,60,55,50,-,-,55,-,-,-,-,-,90-92
50,40,45,50,40,70,-,-,55,50,-,40,-,-,-,-,-,96-98
50,50,40,40,55,60,-,-,-,40,55,65,-,-,-,-,-,94-96
50,60,35,55,60,-,55,80,-,-,-,55,-,-,-,-,-,94-96
50,45,45,50,40,50,-,-,-,-,-,50,-,-,-,-,-,91-93
50,50,35,45,50,50,65,60,50,-,-,-,-,-,-,-,-,90-92
50,45,50,45,50,50,40,-,50,50,-,-,-,-,-,-,-,92-94
50,55,50,50,55,70,-,-,-,40,-,50,-,-,-,-,-,96-98
50,40,50,45,40,55,50,-,-,-,-,60,-,-,-,-,-,92-94
50,45,45,40,50,50,40,-,-,50,-,45,-,-,-,-,-,92-94
50,45,35,40,50,50,50,-,50,50,-,-,-,-,-,-,-,92-94
50,50,50,45,50,35,55,55,-,50,-,65,-,-,-,-,-,88-90
50,45,45,50,45,80,60,-,75,-,-,-,-,-,-,-,-,96-98
50,50,45,45,50,55,50,-,-,-,-,-,-,-,-,50,-,92-94
50,40,50,40,40,80,55,-,-,-,-,-,-,-,-,45,-,96-98
50,45,65,50,45,50,50,-,-,50,-,50,-,-,-,-,-,92-94
50,60,50,55,65,55,50,-,-,-,-,70,-,-,-,-,-,93-95
50,45,45,45,45,55,-,-,-,50,-,70,-,-,-,-,-,92-94
50,50,50,45,50,70,60,-,-,45,-,-,-,-,-,-,-,94-96
50,45,40,45,50,55,55,65,40,-,-,-,-,-,-,50,-,93-95
50,40,45,45,40,55,55,-,-,-,-,-,-,-,-,-,-,93-95
50,45,40,40,45,55,45,-,55,45,-,50,-,-,-,-,-,95-97
50,50,60,45,50,55,50,-,60,-,-,55,-,-,-,-,-,93-95
50,40,40,45,35,75,45,65,55,-,-,-,-,-,-,-,-,95-97
50,60,45,55,65,65,-,50,-,-,-,-,-,-,-,-,-,94-96
50,45,40,40,45,-,50,55,-,-,45,65,-,-,-,65,-,95-97
50,50,55,45,50,75,65,-,-,-,55,-,-,-,-,-,-,95-97
50,55,40,50,55,55,50,-,-,-,-,-,-,-,-,60,-,94-96
50,55,50,45,65,65,50,-,-,40,65,-,-,-,-,-,-,95-97
50,30,30,40,25,65,30,-,-,50,-,-,-,-,-,-,-,94-96
50,40,40,45,35,55,-,-,55,55,-,-,-,-,-,-,-,93-95
50,45,55,50,45,60,-,70,-,-,-,55,-,-,-,-,-,95-97
50,40,45,45,40,55,50,-,-,-,-,60,-,-,-,-,-,93-95
50,45,50,45,50,50,55,-,-,-,65,-,-,45,-,-,-,91-93
50,45,50,45,45,70,55,50,-,-,40,-,-,-,-,-,-,95-97
50,45,30,45,50,60,55,-,-,55,-,-,-,-,-,45,-,93-95
50,55,40,45,55,55,-,60,-,-,-,-,-,-,-,-,-,93-95
50,40,35,55,35,65,-,-,-,-,45,-,-,-,-,-,-,93-95
50,45,50,45,50,55,50,-,-,55,-,-,-,-,-,-,-,95-97
50,55,55,45,65,55,60,-,-,-,55,-,45,-,-,-,-,92-94
50,45,40,40,45,55,50,60,-,-,50,-,-,-,-,-,-,93-95
50,45,40,40,45,50,50,35,55,50,-,-,-,-,-,-,-,91-93
50,40,50,45,40,65,-,-,-,55,65,-,-,-,-,-,-,94-96
50,45,45,45,45,60,45,40,-,50,-,-,-,-,-,-,-,95-97
50,45,35,40,50,50,45,-,40,45,-,55,-,-,-,-,-,93-95
50,45,40,40,45,50,50,-,-,-,-,50,-,-,-,-,-,93-95
50,45,50,40,50,50,-,70,-,50,-,-,-,-,-,-,-,91-93
50,40,35,50,40,55,55,-,-,50,45,-,-,55,-,-,-,94-96
50,45,25,45,45,50,60,-,55,-,-,55,-,-,-,50,-,92-94
50,45,45,50,40,50,60,-,55,-,-,35,-,-,-,-,-,92-94
50,35,65,50,35,65,35,-,50,-,-,60,-,-,-,-,-,94-96
50,45,50,45,45,50,55,-,-,-,40,-,-,-,-,-,-,91-93
50,40,40,40,40,60,45,-,55,-,55,-,-,-,-,-,-,95-97
50,30,50,40,25,55,45,-,-,45,-,-,-,-,-,-,-,93-95
50,40,25,45,40,65,45,50,-,40,-,40,-,-,-,-,-,95-97
50,50,30,45,50,55,65,-,-,-,65,-,-,-,-,-,-,92-94
50,50,45,50,50,50,45,40,35,50,-,-,-,-,-,-,-,94-96
50,60,45,50,60,55,60,-,65,-,-,-,-,-,-,-,-,93-95
50,45,35,50,45,55,50,-,-,55,40,-,-,-,-,-,-,94-96
50,50,50,45,50,65,45,55,45,55,-,-,-,-,-,-,-,94-96
50,50,50,50,45,65,50,-,65,-,-,-,-,-,-,-,-,93-95
50,40,25,45,40,70,55,-,-,-,-,-,-,-,-,-,-,94-96
50,45,50,40,45,55,55,-,-,40,-,-,-,-,-,-,-,92-94
50,50,50,40,50,-,35,80,75,60,-,-,-,-,-,-,-,95-97
50,45,50,45,45,55,45,50,50,50,-,-,-,-,-,-,-,93-95
50,45,55,50,45,50,55,70,-,45,-,-,-,-,-,-,-,91-93
50,55,65,50,55,70,65,-,55,-,55,-,-,-,-,-,-,96-98
50,45,60,50,45,55,-,-,50,50,-,-,-,-,25,-,-,93-95
50,45,25,45,45,55,50,40,-,50,-,-,-,-,-,-,-,93-95
50,40,40,40,45,70,50,-,-,-,35,-,-,-,-,-,-,96-98
50,45,40,45,45,55,50,-,50,50,-,-,-,-,-,-,-,94-96
50,55,55,55,55,50,-,65,-,30,-,-,-,-,-,-,-,91-93
50,35,40,45,30,60,-,-,-,-,55,-,-,-,-,-,-,95-97
50,50,40,50,50,50,-,-,55,45,-,60,-,-,-,-,-,92-94
50,45,40,45,50,-,45,50,-,50,-,55,-,-,-,-,-,97-99
50,55,50,45,55,60,50,-,60,-,-,35,-,-,-,-,-,93-95
50,45,40,40,50,55,50,60,60,-,-,-,-,-,-,-,-,93-95
50,40,50,40,40,60,40,-,-,-,-,55,-,-,-,-,-,95-97
50,45,45,40,45,80,-,-,-,-,45,-,-,-,-,-,-,99-101
50,30,35,40,25,60,50,-,-,-,65,-,-,-,-,-,-,95-97
50,50,50,45,55,55,50,-,55,50,-,-,-,-,-,-,-,95-97
50,35,25,45,30,60,-,-,-,-,-,-,-,55,-,-,-,95-97
50,50,65,50,50,55,25,-,-,50,-,55,-,-,-,-,-,92-94
50,45,45,45,50,65,-,-,-,-,60,55,-,-,-,-,-,94-96
50,40,35,45,40,-,-,65,-,-,-,65,-,-,-,-,-,93-95
50,55,80,60,55,60,25,-,65,50,-,-,-,-,-,-,-,93-95
50,45,35,45,50,55,50,-,-,50,-,50,-,-,-,-,-,95-97
50,40,45,50,35,65,50,65,-,-,-,-,-,-,-,-,-,94-96
50,45,50,45,45,55,45,-,65,65,-,-,-,-,50,-,-,96-98
50,50,55,45,50,70,55,-,-,65,-,-,-,-,-,-,-,94-96
50,40,30,40,40,55,40,-,50,40,-,50,-,-,-,-,-,95-97
50,50,45,40,50,50,50,-,-,50,-,-,-,-,-,-,-,92-94
50,45,45,45,45,65,55,-,-,-,-,55,-,-,-,-,-,93-95
50,40,45,45,40,60,45,55,-,45,-,-,-,-,-,-,-,96-98
50,40,40,40,40,45,50,55,50,50,-,-,-,-,-,-,-,90-92
50,45,50,40,45,70,55,-,-,-,45,-,-,-,-,-,-,94-96
50,50,55,45,50,55,50,55,-,-,55,-,-,-,-,-,-,94-96
50,50,45,45,50,65,65,-,45,-,-,-,-,-,-,-,-,94-96
50,45,50,50,40,65,50,-,-,-,-,60,-,-,-,-,-,94-96
50,50,40,45,50,-,50,50,60,-,55,50,-,-,-,-,-,94-96
50,40,30,40,40,55,45,70,-,40,-,-,-,-,-,-,-,94-96
50,55,40,55,60,65,50,50,-,60,-,-,-,-,-,-,-,95-97
50,45,45,40,45,50,50,40,-,50,50,-,-,-,-,-,-,93-95
50,45,50,50,45,70,50,-,55,50,-,-,-,-,-,-,-,96-98
50,50,45,50,50,80,55,-,-,55,-,-,-,-,-,-,-,97-99
50,40,25,45,40,55,50,-,60,-,-,-,-,-,-,-,-,93-95
50,55,55,50,55,55,55,-,55,40,-,-,-,-,-,-,-,93-95
50,50,55,45,50,65,55,55,-,55,-,-,-,-,-,-,-,94-96
50,40,45,45,40,50,55,-,35,-,-,-,-,-,-,-,-,90-92
50,40,25,40,45,75,50,50,55,50,-,-,-,-,-,-,-,98-100
50,45,50,50,45,50,-,-,-,-,-,-,-,-,50,-,-,91-93
50,45,30,45,45,80,45,-,-,-,-,-,-,-,-,-,-,95-97
50,50,45,50,50,50,40,-,-,-,-,55,-,-,-,-,-,93-95
50,30,30,40,25,55,-,-,60,-,-,-,-,-,-,-,-,93-95
50,45,30,45,45,65,45,65,-,-,55,-,-,-,-,-,-,94-96
50,50,50,45,50,60,45,45,-,50,45,-,-,-,-,-,-,96-98
50,45,35,45,45,80,50,-,70,-,-,-,-,-,-,-,-,95-97
50,45,30,40,50,55,65,-,-,-,-,-,-,-,-,-,-,93-95
50,40,25,50,40,55,50,35,55,-,-,-,-,-,-,-,-,93-95
50,40,30,40,40,65,-,-,55,-,-,-,-,-,-,-,-,96-98
50,40,30,45,40,70,-,-,55,-,-,-,-,-,-,-,-,96-98
50,45,35,50,40,55,45,-,-,-,60,-,-,-,-,-,-,93-95
50,35,55,45,35,65,50,-,-,45,-,-,-,-,-,-,-,94-96
50,35,45,45,30,50,50,-,50,50,-,-,-,-,-,-,-,95-97
50,45,35,35,50,65,50,-,-,-,-,-,-,-,-,-,-,94-96
50,40,35,45,35,-,35,75,80,-,-,55,-,-,-,50,-,97-99
50,55,55,50,60,55,60,65,55,55,-,-,-,-,-,-,-,93-95
50,50,30,50,50,60,55,-,-,60,-,-,-,-,-,-,-,93-95
50,50,40,50,50,65,-,-,-,45,-,-,-,-,-,-,-,93-95
50,45,45,40,45,75,50,-,-,-,-,-,-,-,-,70,-,96-98
50,40,40,45,40,70,-,60,-,-,-,-,-,-,-,-,-,96-98
50,50,35,45,50,60,-,-,60,-,-,50,-,-,-,-,-,94-96
50,55,60,55,55,-,65,60,40,-,-,60,-,-,-,-,-,92-94
50,55,75,45,65,50,-,-,-,60,-,70,-,-,-,-,-,92-94
50,45,40,45,50,50,35,-,-,50,50,-,-,-,-,-,-,93-95
50,45,45,50,45,55,-,-,-,45,-,55,-,-,-,35,-,94-96
50,45,55,40,45,50,55,-,-,-,-,55,-,-,-,-,-,90-92
50,65,50,45,75,65,70,-,-,65,-,-,-,-,-,-,-,94-96
50,45,50,45,50,50,50,-,60,55,-,-,-,-,-,-,-,92-94
50,55,35,45,65,50,70,-,50,-,-,-,-,-,-,-,-,91-93
50,50,40,45,50,45,35,-,55,50,-,60,-,-,-,-,-,93-95
50,55,40,55,55,65,50,-,-,40,-,50,-,-,-,-,-,95-97
50,40,45,45,40,65,50,55,-,-,40,-,-,-,-,-,-,94-96
50,45,25,50,45,55,50,-,-,-,-,-,-,-,-,-,-,93-95
50,55,50,50,65,-,65,60,55,-,60,60,-,-,-,-,-,95-97
50,45,40,40,45,50,65,-,55,-,-,-,-,-,-,-,-,91-93
50,45,40,45,45,55,55,-,60,55,55,-,-,-,-,-,-,96-98
50,40,45,45,40,75,50,-,70,-,-,-,-,-,-,-,-,95-97
50,45,35,45,45,45,50,-,-,-,65,-,-,-,-,-,-,93-95
50,50,45,50,45,50,50,-,40,50,-,-,-,-,-,-,-,91-93
50,50,60,45,55,50,60,-,-,55,-,-,-,-,-,-,-,91-93
50,35,30,40,35,60,50,-,-,50,-,-,-,-,-,-,-,94-96
50,45,40,45,45,55,50,-,40,50,-,-,-,-,-,25,-,93-95
50,50,55,50,50,50,75,-,40,-,-,-,-,-,-,-,-,91-93
50,50,30,40,55,50,50,50,-,50,55,-,-,-,-,50,-,92-94
50,45,50,50,45,60,65,-,-,50,-,-,-,-,-,-,-,93-95
50,45,45,45,45,-,55,-,50,-,50,50,-,-,-,-,-,92-94
50,50,45,45,55,-,-,60,-,-,-,70,-,55,-,-,-,94-96
50,40,40,40,40,-,55,50,-,-,50,55,-,-,-,-,-,94-96
50,55,50,50,55,80,55,-,-,-,60,-,-,-,-,-,-,96-98
50,45,45,40,45,-,50,60,40,-,-,50,-,-,-,-,-,94-96
50,45,50,50,45,50,50,50,-,50,-,50,-,-,-,-,-,91-93
50,55,50,45,65,80,-,65,-,55,-,-,-,-,-,-,-,96-98
50,45,35,40,45,55,45,50,-,-,-,55,-,-,-,-,-,95-97
50,50,55,45,50,65,50,65,65,-,-,-,-,-,-,-,-,94-96
50,50,50,45,55,45,55,55,-,-,60,-,-,-,-,45,-,89-91
50,40,55,45,40,55,50,-,-,55,-,-,-,-,-,-,-,93-95
50,45,45,50,40,55,50,60,-,-,-,50,-,-,-,-,-,94-96
50,40,20,35,45,60,50,-,-,-,30,-,-,-,-,-,-,94-96
50,45,35,40,45,50,50,40,-,50,-,-,-,-,-,-,-,93-95
50,50,40,50,50,65,40,-,35,50,-,55,-,-,-,-,-,95-97
50,45,45,45,45,75,50,-,45,-,-,-,-,-,-,-,-,95-97
50,50,55,45,55,50,65,-,-,65,-,-,-,-,-,-,-,92-94
50,50,50,50,50,-,55,55,60,-,50,45,-,-,-,-,-,95-97
50,55,50,45,60,50,80,-,-,-,75,-,-,-,-,-,-,93-95
50,50,35,45,55,50,-,-,-,55,-,55,-,-,-,-,-,90-92
50,55,55,50,55,55,70,-,-,-,-,70,-,-,-,-,-,92-94
50,40,40,45,40,50,-,-,-,50,-,-,-,-,50,-,-,92-94
50,45,45,50,45,80,55,-,75,-,-,-,-,-,-,-,-,97-99
50,50,50,55,50,-,40,-,60,-,-,65,-,-,-,-,-,95-97
50,45,20,45,45,70,55,-,-,-,-,-,-,-,-,-,-,94-96
50,40,50,40,40,65,-,55,-,55,35,-,-,-,-,-,-,94-96
50,50,35,45,50,55,55,40,55,55,-,-,-,-,-,-,-,92-94
50,45,20,40,50,50,65,-,55,-,-,-,-,-,-,-,-,91-93
50,50,25,50,50,60,50,-,40,55,-,-,-,-,-,-,-,94-96
50,35,50,40,35,55,55,-,45,-,-,-,-,-,-,-,-,92-94
50,45,45,45,50,65,50,-,-,55,-,50,-,-,-,-,-,94-96
50,45,55,50,45,-,40,-,70,65,50,-,-,-,-,-,-,96-98
50,65,40,45,75,45,65,-,50,-,-,-,-,-,-,-,-,89-91
50,45,45,45,45,55,50,-,-,55,-,-,-,-,-,-,-,93-95
50,55,45,55,55,55,25,-,-,50,-,-,-,-,-,-,-,93-95
50,40,45,45,40,55,55,65,55,50,-,-,-,-,-,-,-,93-95
50,40,45,50,40,55,45,50,-,-,50,50,-,-,-,-,-,94-96
50,45,40,45,45,55,50,70,45,-,-,-,-,-,-,-,-,94-96
50,55,55,55,60,-,60,65,55,40,50,-,-,-,-,-,-,94-96
50,45,30,40,50,50,55,-,-,55,-,-,-,-,-,-,-,92-94
50,45,35,40,45,80,65,-,45,-,-,-,-,-,-,-,-,97-99
50,45,50,45,45,55,50,55,55,-,-,-,-,-,-,-,-,94-96
50,45,50,40,45,50,50,-,50,-,-,-,-,-,-,-,-,92-94
50,45,35,40,45,50,50,50,50,50,40,-,-,-,-,-,-,94-96
50,55,40,45,60,60,50,-,55,55,-,-,-,-,-,-,-,95-97
50,55,50,45,55,-,30,75,50,55,50,-,-,-,-,50,-,94-96
50,50,50,50,45,-,55,60,55,-,20,50,-,-,-,60,-,93-95
50,40,45,40,40,50,50,-,-,45,-,-,-,-,-,-,-,91-93
50,50,55,55,45,55,50,-,50,50,-,50,-,-,-,-,-,93-95
50,50,50,45,55,55,40,55,-,55,-,-,-,-,-,-,-,92-94
50,50,35,45,60,-,50,55,40,50,55,65,-,-,-,-,-,94-96
50,50,55,45,55,65,65,-,-,70,-,-,-,-,-,-,-,94-96
50,55,50,45,60,60,65,65,-,-,40,-,-,-,-,-,-,95-97
50,45,50,50,45,55,-,-,50,50,-,-,-,30,-,-,-,93-95
50,45,20,45,45,60,-,-,-,45,50,-,-,-,-,-,-,94-96
50,45,40,45,50,70,50,-,65,-,-,-,-,-,-,-,-,94-96
50,60,45,55,65,55,30,-,-,45,-,-,-,-,-,-,-,92-94
50,40,55,50,40,50,-,-,-,-,-,55,-,-,-,-,-,93-95
50,55,50,45,55,70,55,-,-,-,-,70,-,-,-,-,-,95-97
50,50,45,45,50,55,-,-,60,-,-,-,-,-,-,-,-,93-95
50,50,45,45,55,50,-,50,-,40,-,55,-,-,-,-,-,91-93
50,50,45,45,50,65,50,-,55,-,-,55,-,-,-,-,-,96-98
50,50,35,50,50,50,35,-,60,-,-,-,-,-,-,-,-,94-96
50,35,45,45,30,55,45,-,50,45,-,-,-,-,-,-,-,93-95
50,45,45,45,45,80,60,-,-,45,-,-,-,-,-,-,-,96-98
50,50,50,50,50,55,50,50,50,50,50,-,-,-,-,-,-,94-96
50,55,45,45,65,80,65,-,-,-,40,-,-,-,-,-,-,94-96
50,60,65,50,65,50,70,-,-,-,-,60,-,-,-,-,-,90-92
50,40,40,35,40,55,-,-,75,-,-,-,-,-,-,-,-,95-97
50,45,55,45,45,-,55,55,50,-,-,55,-,-,-,-,-,90-92
50,45,45,40,45,80,-,55,-,-,-,-,-,-,-,-,-,98-100
50,55,55,55,55,50,45,-,65,50,-,45,-,-,-,-,-,93-95
50,45,30,45,45,55,65,-,-,-,45,-,-,-,-,-,-,92-94
50,50,50,45,55,50,50,-,-,35,45,-,-,-,-,-,-,91-93
50,45,40,50,45,80,-,-,55,-,45,-,-,-,-,-,-,96-98
50,50,55,45,55,55,60,-,60,-,-,-,-,-,-,-,-,92-94
50,50,45,45,50,50,-,70,-,50,-,-,-,-,-,-,-,91-93
50,45,50,45,45,55,-,-,65,55,-,-,-,-,-,-,-,93-95
50,50,55,45,50,50,60,-,55,-,-,-,-,-,-,-,-,90-92
50,45,40,55,45,55,25,-,60,-,-,-,-,-,-,-,-,94-96
50,30,50,40,30,55,45,-,45,-,-,45,-,-,-,-,-,92-94
50,25,25,40,20,50,45,-,50,50,-,-,-,-,-,-,-,93-95
50,45,45,40,50,80,60,-,-,-,45,-,-,-,-,-,-,95-97
50,50,45,50,50,55,-,-,55,-,-,-,-,-,-,-,-,93-95
50,45,45,40,45,50,50,-,-,50,-,-,-,-,-,-,-,92-94
50,45,45,50,40,55,-,-,-,-,-,50,-,-,-,-,-,93-95
50,50,45,40,55,70,50,-,-,60,-,-,-,-,-,-,-,95-97
50,50,50,45,55,80,55,-,50,40,-,-,-,-,-,-,-,96-98
50,45,45,40,45,-,50,50,50,50,50,-,-,-,-,-,-,93-95
50,40,40,45,35,50,50,70,-,40,-,-,-,-,-,-,-,93-95
50,45,40,40,50,50,50,70,-,-,-,60,-,-,-,-,-,92-94
50,45,50,50,45,55,-,45,-,50,-,55,-,-,-,-,-,93-95
